,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
835,11950202,30600030,,19.40288,-99.14735,1789.0,1,36,0.4,14,361,2,
840,10000557,38262203,,19.4063,-99.16222,377.0,1,122,1.12,6,79,13,
841,10001394,51332018,,19.3995,-99.17659,534.0,2,55,0.5,1,179,0,
846,10041920,3983378,,19.42538,-99.15451,514.0,2,72,1.01,1,262,11,
847,10068230,7423159,,19.41058,-99.15896,,3,75,0.71,3,0,16,
848,10069191,30481218,,19.43127,-99.16303,681.0,1,56,1.62,1,310,32,
849,10069785,1192996,,19.34367,-99.15278,688.0,1,22,0.23,1,363,0,
851,10090137,18259367,,19.41315,-99.18338,850.0,1,11,0.1,4,365,0,
856,11014063,17614991,,19.388189,-99.185036,428.0,2,110,1.03,1,133,21,
857,11016052,57161394,,19.40731,-99.18281,404.0,2,85,0.8,1,364,5,
858,11016658,53234423,,19.33465,-99.21417,,1,101,1.03,5,0,6,
862,11047959,22552830,,19.40851,-99.16344,3293.0,2,126,1.46,1,296,8,
872,11147982,52269928,,19.40415,-99.16964,,2,41,0.4,1,0,0,
873,11165194,57279888,,19.43001,-99.18884,910.0,3,71,0.68,4,360,12,
875,11209500,55997332,,19.42931538344276,-99.20337285737548,,2,0,,1,77,0,
876,11211690,58398324,,19.41171,-99.16707,1517.0,2,93,0.87,1,304,8,
877,11221421,26107570,,19.4125,-99.18742,2366.0,2,44,0.44,2,173,3,
879,11257155,37266397,,19.37098,-99.18126,920.0,3,118,1.09,6,354,12,
885,11293857,33323056,,19.444974899291992,-99.20270538330078,1436.0,1,126,1.17,3,346,0,
897,11410070,45250899,,19.40457,-99.16916,2063.0,3,8,0.09,2,361,0,
903,11507931,22582850,,19.43274,-99.17236,1314.0,3,76,0.71,1,324,9,
908,11532681,92024574,,19.38066,-99.16782,,1,40,0.4,1,0,0,
909,11535270,53780765,,19.34928,-99.19229,2150.0,3,81,0.76,1,116,10,
911,11546411,60930929,,19.43793,-99.17944,1300.0,3,61,0.57,1,340,7,
913,11553675,61001106,,19.41764,-99.1791,800.0,1,82,0.77,1,361,10,
914,11553854,53784552,,19.37974,-99.18402,809.0,3,14,0.13,5,358,0,
922,11607782,61439192,,19.38238,-99.19075,850.0,1,24,0.23,1,349,15,
923,11608794,13110793,,19.34368,-99.14858,801.0,3,34,0.32,1,247,13,
926,11626067,54497443,,19.4368,-99.13839,2762.0,1,42,0.39,11,63,1,
929,11670193,12389380,,19.43489,-99.13787,2831.0,3,124,1.2,6,344,24,
934,12041433,64463618,,19.35461,-99.15955,,3,0,,1,0,0,
936,12051150,7034081,,19.43022,-99.1938,,1,89,0.84,1,0,0,
937,12053287,40243564,,19.43314,-99.17453,500.0,2,92,0.9,4,330,10,
938,12055598,64568980,,19.34837,-99.17522,3000.0,2,52,0.59,1,189,8,
939,12068374,3667025,,19.4361,-99.18937,3033.0,3,5,0.06,1,237,0,
940,12072190,6890179,,19.34952,-99.19023,2500.0,2,70,0.74,17,363,2,
942,12109139,104039721,,19.34242,-99.13612,503.0,2,141,1.38,1,342,30,
947,12134575,65128599,,19.42038,-99.15214,,2,21,0.2,2,0,0,
948,12150804,5330689,,19.35022,-99.15347,,1,2,0.02,1,0,0,
952,12169908,43220231,,19.4207,-99.16864,2022.0,2,68,0.64,2,71,13,
953,12177102,25416724,,19.33422,-99.17606,450.0,2,103,0.97,6,208,22,
955,12186878,54505693,,19.39451136978651,-99.17720034847234,700.0,1,18,0.18,1,158,5,
956,12211303,65678919,,19.42508,-99.14044,410.0,1,33,0.31,1,173,17,
958,12233970,65832846,,19.43847,-99.14031,650.0,1,9,0.09,1,365,0,
959,12251116,27438246,,19.45268,-99.16343,,1,36,0.34,1,301,0,
960,12271259,2556582,,19.39057309216409,-99.12979775702225,1011.0,3,17,0.18,1,365,0,
963,12310042,7408974,,19.431011,-99.180115,1280.0,2,52,0.5,2,310,7,
964,12310341,9388938,,19.35116,-99.18279,1415.0,3,7,0.07,1,51,0,
965,12310352,37631807,,19.40536,-99.15546,1517.0,2,65,0.67,2,351,0,
968,12337411,66594943,,19.3759,-99.15627,480.0,2,0,,1,88,0,
969,12339895,7307520,,19.486387,-99.128075,300.0,1,122,1.17,11,357,16,
970,12363919,31347370,,19.41922,-99.16539,,2,70,0.68,2,3,5,
971,12366118,44471392,,19.44447,-99.15426,809.0,1,0,,1,89,0,
976,12383657,33078207,,19.40780287680511,-99.17024614199087,1031.0,2,97,0.95,8,298,28,
977,12385180,66950502,,19.415371385312422,-99.15649752881228,1201.0,2,146,1.45,1,132,22,
993,12494564,15052513,,19.4245,-99.17107,1703.0,2,119,1.14,5,355,16,
994,12494707,57770677,,19.38471,-99.17706,946.0,3,118,1.15,2,365,13,
998,13223292,4408351,,19.35242,-99.16669,,3,148,1.45,1,0,2,
999,13223794,74205218,,19.41312,-99.15607,910.0,2,10,0.1,1,88,0,
1000,13224090,74205119,,19.33904,-99.16381,,3,0,,1,0,0,
1004,13251518,13563103,,19.43181,-99.20131,784.0,1,81,0.79,12,364,0,
1005,13251520,13563103,,19.43001,-99.20021,800.0,1,105,1.03,12,364,12,
1007,11688374,24049342,,19.35215,-99.16901,930.0,2,104,0.97,1,329,0,
1010,11702309,48451672,,19.42804,-99.19277,1233.0,2,61,0.58,2,222,10,
1012,11735720,16596208,,19.40988,-99.16434,,3,53,0.5,1,365,0,
1013,11738597,62446250,,19.33055,-99.13252,828.0,3,48,0.47,1,301,13,
1021,12566606,26006975,,19.38213,-99.18605,850.0,2,97,0.94,1,50,5,
1024,12591335,68301058,,19.39381,-99.17595,550.0,1,60,0.57,2,287,26,
1025,12594585,68275816,,19.41493305681164,-99.1547655203687,629.0,3,2,0.44,1,175,2,
1034,12740247,69290315,,19.35665,-99.20987,380.0,2,76,0.79,1,81,19,
1036,12762628,54497443,,19.43681,-99.13839,2762.0,1,15,0.15,11,62,3,
1037,12784158,69576678,,19.34563,-99.19726,1500.0,2,28,0.27,1,363,0,
1040,12807418,61421561,,19.400166,-99.173187,585.0,1,102,0.98,1,234,29,
1046,12826102,69982368,,19.42093,-99.16648,3500.0,2,105,1.01,1,359,0,
1050,12832308,9557015,,19.43194,-99.16262,1277.0,2,51,0.5,17,358,7,
1052,12842631,3382004,,19.38574,-99.1853,600.0,1,0,,1,358,0,
1056,12883581,58410639,,19.38941,-99.1626,400.0,1,38,0.37,1,23,0,
1057,12884427,56064442,,19.35378,-99.18139,1011.0,2,98,0.99,1,177,2,
1062,12932114,2135300,,19.42036,-99.1685,2779.0,3,77,1.89,1,287,27,
1065,12956064,44203755,,19.40879,-99.1714,1895.0,2,57,0.55,1,57,0,
1067,12973161,71392107,,19.41435,-99.18764,2267.0,2,53,0.51,1,35,8,
1068,12985534,44971879,,19.37147,-99.20146,404.0,1,0,,4,342,0,
1069,12989806,23199677,,19.35582,-99.15585,550.0,1,71,0.68,2,357,4,
1072,12997384,68301058,,19.3937,-99.17893,809.0,1,3,0.05,2,325,1,
1073,13002358,71688684,,19.38219,-99.18112,986.0,2,16,0.17,1,89,0,
1074,13016093,44788429,,19.40183,-99.16797,,1,0,,1,0,0,
1075,13016237,64311894,,19.35754,-99.14065,425.0,1,4,0.12,1,365,0,
1077,13029428,71988261,,19.42296,-99.15985,566.0,3,102,0.99,4,306,23,
1080,13040957,11226691,,19.354949472466004,-99.15418671370112,900.0,2,2,0.09,1,364,0,
1081,13044960,51874701,,19.38021857022486,-99.18782914939796,527.0,3,0,,2,364,0,
1086,13083251,29671026,,19.39552,-99.174,1432.0,3,97,0.93,3,286,7,
1088,13099785,72770846,,19.35264,-99.16037,,2,16,0.16,8,362,0,
1091,13116411,25416724,,19.33418,-99.17589,,2,52,0.5,6,218,23,
1092,13128142,72941967,,19.39381,-99.16091,1274.0,1,143,1.37,2,162,13,
1094,13150042,51874701,,19.380210759186564,-99.18958442854718,527.0,2,13,0.13,2,179,1,
1096,13156231,68000665,,19.393,-99.1755,,3,92,0.89,1,0,0,
1097,13166216,70270847,,19.41795,-99.17275,1967.0,3,124,1.19,2,88,33,
1098,13166841,73545292,,19.34069,-99.16812,1011.0,2,100,1.03,2,356,1,
1100,13257995,74610955,,19.41662,-99.15171,,2,0,,1,0,0,
1101,13265214,24084091,,19.36623,-99.19966,443.0,3,27,0.27,1,329,0,
1103,13283510,74920784,,19.39769,-99.17439,,3,0,,1,0,0,
1105,13299557,166994132,,19.36181,-99.19137,1011.0,3,119,1.41,1,240,6,
1108,13317374,32234917,,19.41395,-99.17964,1164.0,2,80,0.81,6,353,17,
1117,13388026,35577516,,19.3734,-99.17427,850.0,3,11,0.11,1,54,5,
1119,13391519,157649984,,19.40294,-99.17481,1229.0,2,55,0.58,1,356,3,
1120,13394014,50154603,,19.37566,-99.19154,,2,8,0.08,1,0,0,
1124,13402271,32234917,,19.41704,-99.17861,752.0,2,87,0.88,6,325,42,
1129,13434397,76277910,,19.40442,-99.16706,1400.0,3,23,0.22,1,26,2,
1130,13436327,76659217,,19.46462,-99.13959,250.0,3,38,0.4,1,172,3,
1132,13463360,72770846,,19.35086074508232,-99.15963864326478,,1,16,0.16,8,87,0,
1134,13496555,25416724,,19.33414,-99.17587,450.0,2,87,0.84,6,206,0,
1141,13538919,77876871,,19.4356,-99.15099,1442.0,2,142,1.37,1,350,43,
1151,13606858,148936125,,19.46754,-99.17241,499.0,1,67,0.69,2,122,14,
1152,13607398,71575956,,19.43252,-99.15359,751.0,2,51,0.5,1,127,8,
1159,13654417,36453886,,19.41383,-99.18677,1314.0,1,109,1.05,1,74,23,
1160,13658546,12130503,,19.39399,-99.18816,885.0,1,94,0.91,10,351,4,
1162,13668039,79482456,,19.43116,-99.16487,,2,31,0.3,2,0,0,
1163,13674148,79556629,,19.35593,-99.15818,,1,20,0.22,11,90,0,
1165,13688387,71988261,,19.42298,-99.15786,543.0,3,78,0.77,4,309,22,
1167,13689463,7174720,,19.42925,-99.19687,3328.0,1,135,1.32,11,328,22,
1168,13701373,79556629,,19.35573,-99.15642,1213.0,1,41,0.4,11,365,0,
1169,13701449,79556629,,19.35775,-99.15761,1132.0,1,63,0.61,11,364,0,
1170,13728290,80286124,,19.42322,-99.16969,1517.0,2,64,0.66,1,84,7,
1173,13752095,76463984,,19.33657,-99.1574,,1,0,,1,0,0,
1175,13786312,9557015,,19.40958,-99.17371,2553.0,2,126,1.31,17,235,8,
1177,13788922,24109500,,19.40701,-99.16875,1700.0,1,57,0.57,4,349,3,
1178,14362672,68779828,,19.43552,-99.16138,333.0,3,13,0.14,1,179,0,
1179,14371044,6749567,,19.41136,-99.18652,1614.0,2,1,0.01,1,89,0,
1180,14381950,13563103,,19.4317,-99.20146,666.0,1,120,1.31,12,364,16,
1183,14401350,88526889,,19.38715,-99.14395,425.0,2,6,0.07,1,182,0,
1184,14404300,87160233,,19.40807,-99.12523,650.0,2,25,0.3,1,343,4,
1185,14412854,31483807,,19.41745,-99.15641,1298.0,1,43,0.42,1,316,14,
1186,14424893,74856590,,19.41639,-99.16823,1809.0,1,20,0.26,1,328,4,
1187,14429731,88800687,,19.42665,-99.15622,875.0,1,30,0.31,1,26,2,
1191,14476263,8926666,,19.4024637,-99.1819018,1188.0,2,5,0.17,1,6,3,
1192,14489062,54497443,,19.43687,-99.13837,2965.0,1,47,0.47,11,51,1,
1194,14505493,89599938,,19.414965185253813,-99.1570541876936,600.0,2,104,1.03,2,333,30,
1199,14551700,72776041,,19.4569485,-99.2138878,1554.0,2,18,1.29,1,363,15,
1201,13175922,73667215,,19.38114,-99.16297,,1,0,,1,0,0,
1208,13825176,81477418,,19.3379,-99.13063,550.0,2,104,1.01,2,259,22,
1212,13844394,81697571,,19.34275,-99.15381,2619.0,1,0,,1,364,0,
1213,13845320,81289263,,19.39526,-99.17982,1186.0,3,98,0.95,1,355,19,
1214,13857602,1892866,,19.42734,-99.16114,1010.0,2,22,0.26,4,235,1,
1216,13862291,1892866,,19.42875,-99.16135,895.0,1,0,,4,241,0,
1217,13863462,1892866,,19.42719,-99.15989,943.0,2,22,0.21,4,234,0,
1218,13863962,1892866,,19.428302764892575,-99.16041564941406,841.0,2,15,0.15,4,302,1,
1219,13864330,69708118,,19.42044,-99.1709,,2,74,0.74,8,0,14,
1230,13971523,29060598,,19.39538,-99.17502,550.0,1,0,,1,364,0,
1232,13979143,28347866,,19.4024,-99.18107,600.0,2,104,1.05,1,75,14,
1236,14026346,83940680,,19.41484,-99.17019,1491.0,1,127,1.26,2,49,17,
1238,14029375,83414920,,19.40298,-99.18,,1,0,,1,0,0,
1247,14077475,84374966,,19.44229,-99.20131,1750.0,3,61,0.6,2,273,0,
1248,14078170,20180134,,19.4306,-99.17307,708.0,2,41,0.4,2,210,4,
1249,14086465,20180134,,19.43254,-99.17246,768.0,2,47,0.5,2,362,1,
1254,14127896,13709233,,19.44802,-99.15858,809.0,3,53,0.53,2,173,0,
1255,14128875,81477418,,19.33706,-99.13392,550.0,2,103,1.03,2,101,15,
1258,14151696,2872228,,19.43222,-99.14745,1050.0,2,4,0.04,15,235,1,
1263,14184488,85561452,,19.36289,-99.13339,240.0,1,19,0.22,1,363,0,
1265,14185839,45912862,,19.38767,-99.17323,1597.0,2,90,0.88,7,56,0,
1266,14186060,85976941,,19.35922,-99.13552,200.0,1,107,1.07,1,360,0,
1267,14203630,49836026,,19.35245,-99.15029,,3,2,0.03,5,324,0,
1268,14204902,86210688,,19.35591,-99.15489,,1,147,1.44,1,0,0,
1269,14213551,86308257,,19.34007,-99.17757,850.0,2,96,0.96,1,300,18,
1271,14215646,13284508,,19.41525,-99.16854,2629.0,2,115,1.14,2,128,9,
1272,14220560,86392849,,19.34004527958735,-99.17778690356062,1286.0,1,129,1.28,5,89,10,
1277,14255944,79556629,,19.35647,-99.15819,1400.0,1,24,0.24,11,365,1,
1288,14340398,87753763,,19.34605,-99.16892,2022.0,3,48,0.48,1,198,21,
1290,14340825,15443387,,19.34291,-99.1481,,1,3,0.21,1,363,2,
1292,14358701,21192680,,19.42915,-99.14815,,2,49,0.49,1,0,0,
1293,14551765,2547869,,19.40584,-99.17214,3637.0,1,11,0.11,10,344,6,
1294,14552721,89599938,,19.415283839580685,-99.15816627027272,579.0,2,46,0.45,2,83,7,
1298,14577669,59209012,,19.41005,-99.1658,1599.0,1,1,0.04,1,365,0,
1299,14587581,90444198,,19.37165,-99.14585,991.0,1,0,,1,364,0,
1300,14589375,26174223,,19.38271,-99.15058,1187.0,3,27,0.64,2,1,0,
1302,14612217,47665322,,19.44498,-99.2029,1429.0,2,14,0.14,14,361,0,
1304,14669733,91162649,,19.42521,-99.161,800.0,2,69,0.68,1,262,0,
1305,14690184,91343490,,19.39117,-99.17081,700.0,3,0,,1,358,0,
1306,14692548,40227779,,19.4115,-99.16617,1250.0,2,99,1.06,2,285,4,
1307,14694596,91381792,,19.432246715560822,-99.17136316394436,,1,12,2.05,2,235,12,
1310,14710924,25416724,,19.33415,-99.17613,450.0,2,35,0.37,6,136,2,
1311,14715513,91576201,,19.40078,-99.172,,2,0,,1,0,0,
1312,14739457,82167666,,19.43529,-99.20464,,1,9,0.09,1,0,0,
1313,14746462,73519550,,19.34795,-99.17083,1399.0,2,93,0.94,3,365,12,
1315,14757856,43046764,,19.34281,-99.20715,1121.0,2,3,0.03,2,364,2,
1317,14759070,14339354,,19.34368,-99.20023,550.0,1,6,0.06,1,240,0,
1320,14769851,73519550,,19.34626,-99.16897,2100.0,2,70,0.7,3,166,3,
1321,14773767,73519550,,19.34856,-99.16892,1899.0,2,94,0.94,3,154,9,
1323,14822282,92667244,,19.39025,-99.1496,480.0,1,0,,2,270,0,
1325,14826918,89816836,,19.41548,-99.17754,700.0,1,6,0.06,1,364,0,
1326,14837635,8256660,,19.43774,-99.15839,1200.0,3,39,0.4,9,240,6,
1330,14866565,48024077,,19.38245,-99.17972,500.0,2,32,0.32,3,173,0,
1331,14871038,93185061,,19.41801,-99.15571,1095.0,2,43,1.05,1,27,0,
1333,14877256,3050484,,19.3811,-99.16686,379.0,1,6,0.07,1,365,0,
1334,14883971,93333746,,19.41077,-99.17476,1132.0,2,118,1.18,1,337,18,
1343,14977840,54788375,,19.41007,-99.173,450.0,1,51,0.51,2,271,0,
1347,15021954,5036713,,19.405975341796875,-99.1765365600586,350.0,3,0,,7,90,0,
1348,15023388,1513987,,19.44087,-99.18465,1184.0,2,115,1.15,1,135,9,
1350,15027346,83426879,,19.407256585118073,-99.1319637739387,475.0,1,24,5.45,2,360,24,
1355,15070723,45912862,,19.37408,-99.15849,1300.0,2,61,0.6,7,84,1,
1359,15646264,89761727,,19.44086,-99.18335,1421.0,3,85,0.85,2,289,7,
1364,15674736,100522937,,19.48696,-99.19744,280.0,1,0,,1,266,0,
1367,15701186,101382147,,19.39482,-99.16768,,1,62,0.64,1,0,0,
1369,15705808,13894824,,19.43133,-99.14261,1897.0,3,135,1.38,4,274,11,
1371,15720635,33040363,,19.37643,-99.19181,530.0,2,18,0.19,3,357,12,
1373,15723164,101582891,,19.41306,-99.17057,,2,19,0.19,1,0,0,
1375,15759469,83429754,,19.44498,-99.2029,750.0,3,87,0.88,2,364,4,
1376,15760767,101904984,,19.37677,-99.18781,800.0,3,114,1.15,1,90,7,
1381,15776617,4075316,,19.41047,-99.16205,664.0,1,115,1.17,3,90,8,
1385,15101261,95626790,,19.39322,-99.16113,200.0,2,0,,1,0,0,
1387,15115514,38262203,,19.40579,-99.16214,482.0,1,146,1.5,6,259,23,
1390,15130823,72555768,,19.39431,-99.17521,2006.0,2,95,0.97,1,247,11,
1391,15131079,44971879,,19.36759,-99.20392,303.0,1,0,,4,345,0,
1392,15131080,44971879,,19.37286,-99.20341,231.0,1,1,0.1,4,349,1,
1393,15132887,95946800,,19.43006,-99.16128,1400.0,2,147,1.48,2,209,13,
1394,15134291,95208050,,19.37385,-99.15231,425.0,1,110,1.12,1,136,6,
1395,15134629,53784552,,19.36736,-99.17302,800.0,3,66,0.66,5,0,8,
1399,15150207,63915894,,19.38143,-99.18863,1200.0,2,14,0.14,1,95,0,
1402,15166368,96240077,,19.42215,-99.15813,550.0,2,27,0.27,1,82,0,
1404,15194815,69276610,,19.41005,-99.18148,600.0,1,76,0.76,1,168,2,
1406,15204053,51585576,,19.39591,-99.16561,,2,42,0.44,2,0,0,
1408,15209492,68157735,,19.41161,-99.17767,3640.0,3,67,0.7,1,354,14,
1410,15217504,69708118,,19.44575,-99.20209,1420.0,3,48,0.48,8,279,12,
1414,15238814,96356970,,19.35143,-99.16075,,1,4,0.06,1,0,0,
1415,15240630,2653797,,19.41015,-99.17707,400.0,3,3,0.03,4,361,0,
1417,15251790,35215470,,19.34179,-99.18769,400.0,3,30,0.3,1,153,4,
1419,15269652,97145253,,19.37478,-99.17759,,3,40,0.54,1,27,0,
1422,15308994,61819470,,19.42488,-99.17724,2400.0,2,60,0.6,1,348,6,
1424,15315251,68385044,,19.40956,-99.17373,1500.0,3,15,0.15,1,302,1,
1426,15329116,26160055,,19.4054,-99.1756,,1,7,0.1,2,0,0,
1428,15338899,98685240,,19.41003,-99.17063,750.0,3,142,1.43,10,293,5,
1430,15346329,97858903,,19.33755,-99.18348,666.0,2,38,1.15,1,20,8,
1431,15356885,97997763,,19.44457,-99.20088,1300.0,1,100,3.5,1,60,39,
1433,15376594,98254999,,19.40437,-99.1456,,2,60,0.61,1,0,0,
1436,15394852,2337914,,19.42762,-99.1688,2831.0,2,24,0.24,6,356,1,
1440,15420209,81736878,,19.42341,-99.14635,1121.0,2,121,1.97,1,6,29,
1442,15434803,50920498,,19.41104,-99.17442,1262.0,3,132,1.33,1,342,21,
1443,15451052,58493133,,19.39201,-99.16558,971.0,2,120,1.21,6,332,17,
1444,15452875,15582092,,19.41233,-99.17647,1800.0,3,33,0.35,1,361,0,
1446,15470456,60943036,,19.40969,-99.18907,500.0,2,11,0.13,1,329,0,
1447,15472149,99305968,,19.41080069012449,-99.18227794603273,1810.0,3,1,0.49,1,357,1,
1450,15485848,99434077,,19.41826,-99.17743,2963.0,1,35,0.35,8,334,0,
1458,15553735,99434077,,19.42013,-99.17539,2128.0,1,18,0.19,8,318,0,
1459,15553892,99434077,,19.42018,-99.17551,2347.0,1,7,0.07,8,341,0,
1460,15554083,99434077,,19.42041,-99.17568,2347.0,1,9,0.09,8,338,0,
1461,15554138,99434077,,19.42017,-99.17552,2347.0,1,12,0.12,8,337,1,
1462,15554178,99434077,,19.41818,-99.17594,2128.0,1,11,0.16,8,344,0,
1464,15589688,41881935,,19.4318,-99.1636,1101.0,3,36,0.49,1,165,6,
1465,15599022,2439252,,19.35805,-99.19336,,2,2,0.02,1,0,0,
1467,15599770,55790696,,19.34901,-99.1493,300.0,2,88,0.88,3,301,4,
1468,15602278,46599080,,19.342000268226503,-99.16644886159963,708.0,3,121,1.21,2,83,5,
1470,15614167,100421848,,19.41743,-99.15649,,3,16,0.16,1,0,0,
1471,15630155,100772208,,19.4169469,-99.1779961,1450.0,3,29,2.7,1,192,29,
1472,15631795,3777702,,19.44315,-99.14797,1011.0,1,33,0.36,6,356,6,
1476,16136153,105270797,,19.40551,-99.15902,300.0,1,62,0.76,1,0,0,
1479,15804946,2872228,,19.43427,-99.14578,1561.0,2,81,0.85,15,116,33,
1480,15813157,101899780,,19.38933,-99.18514,350.0,1,0,,1,364,0,
1483,15816486,102375806,,19.39908,-99.13705,464.0,1,75,0.79,1,364,16,
1490,15868660,101965416,,19.40194,-99.17376,400.0,2,8,0.08,11,180,0,
1492,15873083,101965416,,19.40195,-99.17287,400.0,3,28,0.29,11,350,3,
1493,15874671,49836026,,19.35192108154297,-99.14885711669922,,3,34,0.36,5,324,12,
1494,15883502,28886397,,19.421960830688477,-99.16267395019533,2022.0,2,148,1.54,1,22,16,
1498,15902072,101965416,,19.40403,-99.1716,430.0,3,19,0.2,11,365,4,
1502,15916498,103258353,,19.40093,-99.13912,2729.0,1,63,2.31,1,346,26,
1503,15926803,377042126,,19.37368,-99.19435,913.0,3,124,1.27,1,58,12,
1505,15952315,20235289,,19.34707,-99.16059,789.0,1,39,0.4,1,349,5,
1508,15955296,103597315,,19.4400815,-99.2058231,820.0,2,22,0.86,1,362,16,
1509,15966287,72770846,,19.35003,-99.1588,,2,5,0.05,8,362,0,
1510,15966665,27215085,,19.37627,-99.19002,,1,6,0.06,10,278,2,
1512,15972966,103756057,,19.43589,-99.20537,470.0,3,79,0.87,2,328,5,
1513,15973827,103756057,,19.43717,-99.20528,750.0,3,116,1.18,2,179,1,
1515,15981775,103835054,,19.38303,-99.17188,290.0,2,32,0.34,1,364,0,
1518,15990083,85397572,,19.40651,-99.17892,1499.0,1,126,1.29,1,49,9,
1519,15999159,38304310,,19.43343,-99.21227,2022.0,2,132,1.34,1,365,6,
1520,16016666,104152360,,19.40237,-99.14918,,2,0,,1,360,0,
1521,16019290,104112093,,19.37351,-99.17841,1851.0,2,9,0.99,1,168,9,
1524,16036879,104362058,,19.37051,-99.18568,770.0,1,134,1.36,1,27,0,
1526,16041106,104400812,,19.443291,-99.202049,1942.0,1,128,1.3,19,112,12,
1527,16055266,50779451,,19.41075,-99.16142,1311.0,1,140,1.42,4,67,40,
1531,16087696,53494763,,19.41759,-99.15607,800.0,1,61,0.62,2,335,6,
1532,16094122,88958702,,19.34267,-99.16973,,2,13,0.13,2,0,1,
1534,16100423,94343923,,19.41853,-99.17008,1014.0,2,18,0.19,1,85,0,
1536,16107421,31915089,,19.43211,-99.1538,,3,115,1.35,2,0,19,
1537,16110694,24510057,,19.40527,-99.18913,,2,13,0.21,1,0,0,
1542,16651177,12130503,,19.39627,-99.17901,453.0,1,112,1.15,10,354,3,
1544,16653182,110082880,,19.44025,-99.14724,280.0,2,7,0.09,1,179,0,
1546,16661511,94706213,,19.43245,-99.21156,,2,37,0.39,1,47,3,
1550,16688212,9990002,,19.45055,-99.19067,464.0,2,44,0.46,1,364,1,
1551,16691090,110522763,,19.36454,-99.14515,550.0,1,82,0.85,1,174,23,
1552,16693482,110554262,,19.38571,-99.18563,,2,6,0.06,1,0,0,
1553,16694184,21779873,,19.39708,-99.14766,,2,8,0.08,1,330,0,
1554,16704001,48367975,,19.3652,-99.16407,,1,0,,1,0,0,
1555,16705425,37847508,,19.40246,-99.16476,1199.0,2,80,0.83,2,330,9,
1556,16721957,4715943,,19.43133,-99.20288,1700.0,1,40,0.41,8,10,0,
1557,16726487,110893537,,19.44905,-99.18123,511.0,2,26,0.62,1,167,1,
1558,16732158,110948832,,19.37585,-99.1599,,2,26,0.35,1,361,0,
1560,16735205,23141017,,19.38273,-99.15525,303.0,2,103,1.07,2,340,6,
1563,16738910,52878092,,19.43319,-99.14968,1169.0,2,143,2.84,1,158,26,
1565,16740088,111031291,,19.42712,-99.17129,,1,16,0.19,4,364,0,
1566,16740335,422844046,,19.44186,-99.193,314.0,1,25,0.8,6,254,14,
1569,16754530,39018009,,19.40169,-99.16984,450.0,3,59,0.62,2,267,4,
1573,16794730,3247920,,19.43315,-99.16433,,2,16,0.17,1,0,0,
1574,16807227,111765089,,19.34139,-99.1599,500.0,3,27,0.29,2,32,0,
1577,16815201,95441297,,19.401031,-99.176613,791.0,3,90,0.96,1,330,17,
1579,16822245,53866071,,19.34553426200574,-99.16925031265096,718.0,3,148,1.62,2,262,35,
1580,16828540,55605035,,19.43758,-99.19792,3518.0,2,107,1.11,1,0,0,
1581,16144716,103701786,,19.414146842362843,-99.15347047120498,500.0,2,51,0.52,2,361,1,
1582,16148586,105388594,,19.43683,-99.18246,1517.0,3,65,0.68,1,357,9,
1584,16166817,49366792,,19.43036,-99.17266,330.0,1,99,1.18,2,271,18,
1587,16178023,52056042,,19.39645,-99.17412,1029.0,1,6,0.08,9,356,0,
1590,16180767,4859222,,19.41546,-99.16742,3484.0,1,48,0.49,1,6,13,
1593,16192021,4636680,,19.35296,-99.19312,1127.0,3,50,0.51,2,240,4,
1594,16195879,105762659,,19.40643,-99.17191,1500.0,2,95,0.97,4,85,0,
1595,16201757,30672063,,19.423141479492188,-99.15837097167967,1341.0,2,141,1.48,11,261,12,
1597,16207375,37411250,,19.41183,-99.16861,3000.0,2,1,0.01,2,17,0,
1598,16208875,96306851,,19.42434,-99.13806,,2,86,0.95,1,356,4,
1602,16220104,105975568,,19.43102,-99.20406,,2,40,0.42,1,336,0,
1603,16227728,39630816,,19.41959,-99.15567,,1,68,0.7,3,0,0,
1604,16229301,130445271,,19.44449,-99.20399,2900.0,2,86,0.9,6,271,1,
1606,16241916,102373818,,19.35785,-99.16053,1000.0,2,64,0.67,7,353,0,
1607,16244938,49204358,,19.41648,-99.1542,,3,79,0.81,1,0,0,
1609,16272595,3344007,,19.38838,-99.15345,770.0,2,54,3.31,1,54,45,
1610,16274820,20130541,,19.42886,-99.17682,2629.0,3,148,1.55,1,164,19,
1613,16290948,17576824,,19.43042,-99.17332,804.0,2,18,0.59,1,163,7,
1614,16298031,2872228,,19.43427,-99.14578,1350.0,2,44,0.48,15,113,26,
1615,16299199,25411533,,19.44074,-99.1825,1500.0,2,93,0.95,3,14,20,
1618,16314601,106758705,,19.40088,-99.13986,852.0,2,72,0.75,6,352,12,
1620,16340339,106985713,,19.39301,-99.16495,773.0,2,137,1.41,1,124,18,
1625,16364217,72881918,,19.36712,-99.17562,1100.0,3,30,0.91,1,81,7,
1629,16378368,105880627,,19.42368,-99.16424,1469.0,1,109,1.18,4,364,3,
1631,16382312,24086969,,19.44487,-99.14311,506.0,2,60,0.61,1,89,0,
1633,16413780,74360505,,19.45192,-99.13192,700.0,2,51,0.59,1,363,0,
