,Unnamed: 0,id,scrape_id,host_id,host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7385,7385,53838928.0,20200000000000.0,434111503,1,41.144985,-8.621554,2,,1.0,,1,365,21,51,67,67,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.04
7390,7390,53862732.0,20200000000000.0,351776550,4,41.14741,-8.60411,4,1.0,1.0,2.0,1,365,7,13,33,283,17,12,2,4.82,4.88,4.94,4.76,4.94,4.94,4.88,4,4,0,0,0.71
7393,7393,53872052.0,20200000000000.0,436369624,1,41.15802,-8.60524,2,1.0,1.0,2.0,2,270,14,44,74,254,52,22,1,4.4,4.6,4.27,4.67,4.73,4.35,4.31,1,1,0,0,1.45
7401,7401,53901280.0,20200000000000.0,436418573,2,41.14415,-8.60363,3,1.0,1.0,3.0,2,365,30,60,90,365,58,13,0,4.67,4.88,4.78,4.88,4.9,4.93,4.69,1,1,0,0,1.68
7402,7402,53902738.0,20200000000000.0,100267827,2,41.1487343,-8.6031281,6,2.0,2.0,4.0,3,1125,18,48,63,305,19,12,0,4.89,4.95,4.89,5.0,5.0,5.0,4.89,1,1,0,0,0.91
7406,7406,53913145.0,20200000000000.0,419998595,14,41.148949,-8.616218,2,1.0,0.0,1.0,2,25,30,60,82,357,12,6,0,4.75,4.92,4.92,4.83,4.92,4.92,4.75,14,14,0,0,0.37
7407,7407,53914792.0,20200000000000.0,419998595,14,41.14982,-8.61741,2,1.0,0.0,1.0,2,25,19,49,77,342,5,2,0,4.6,4.4,4.4,4.8,4.8,5.0,4.4,14,14,0,0,0.16
7418,7418,53968018.0,20200000000000.0,437174766,5,41.142982,-8.596581,3,1.0,1.0,2.0,2,5,30,60,90,364,35,8,0,4.77,4.74,4.69,4.77,4.83,4.77,4.66,5,5,0,0,1.06
7421,7421,54013307.0,20200000000000.0,437661366,4,41.15329,-8.61083,4,,1.0,,3,45,0,0,0,0,2,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,4,4,0,0,0.06
7422,7422,54015896.0,20200000000000.0,159104218,10,41.14852,-8.61318,2,1.0,1.0,1.0,2,365,15,45,75,335,21,1,0,4.76,4.95,4.86,4.81,4.86,4.9,4.76,10,10,0,0,0.67
7423,7423,54016381.0,20200000000000.0,437661366,4,41.15457,-8.61251,4,1.0,1.0,2.0,3,45,0,0,0,0,15,0,0,4.8,4.73,4.87,4.67,4.6,4.87,4.6,4,4,0,0,0.45
7425,7425,54018002.0,20200000000000.0,159104218,10,41.14876,-8.61489,4,1.0,1.0,1.0,1,365,16,46,71,332,15,0,0,4.93,5.0,5.0,5.0,5.0,5.0,5.0,10,10,0,0,0.46
7427,7427,54027362.0,20200000000000.0,437174766,5,41.142982,-8.596581,2,1.0,1.0,1.0,2,5,26,56,86,361,26,8,0,4.62,4.54,4.85,4.85,4.73,4.62,4.5,5,5,0,0,0.83
7436,7436,54079782.0,20200000000000.0,438312479,1,41.14989,-8.60656,2,1.0,0.0,1.0,3,360,28,58,88,363,18,5,0,4.44,4.33,4.33,4.83,4.61,5.0,4.39,1,1,0,0,0.54
7437,7437,54081519.0,20200000000000.0,438327257,2,41.14004,-8.61398,2,1.0,1.0,1.0,2,30,17,40,64,243,183,51,2,4.93,4.97,4.96,4.97,4.96,4.98,4.92,2,2,0,0,5.23
7438,7438,54081626.0,20200000000000.0,438327257,2,41.14726,-8.61116,4,1.0,1.0,2.0,2,10,0,0,6,96,127,33,0,4.92,4.93,4.88,4.92,4.99,4.94,4.85,2,2,0,0,3.65
7441,7441,54117513.0,20200000000000.0,376950295,2,41.14854,-8.61235,4,1.0,1.0,1.0,3,1125,24,35,38,122,113,43,1,4.9,4.98,4.98,4.96,4.96,4.96,4.89,2,2,0,0,3.26
7442,7442,54126699.0,20200000000000.0,193007834,7,41.14856,-8.60539,4,,1.0,,3,365,0,0,0,0,14,0,0,4.93,5.0,4.86,4.86,5.0,4.93,4.93,6,6,0,0,0.45
7445,7445,54137446.0,20200000000000.0,438889479,1,41.15349,-8.62177,4,2.0,2.0,5.0,2,270,16,46,76,256,63,22,0,4.48,4.81,4.7,4.68,4.78,4.44,4.52,1,1,0,0,1.81
7446,7446,54140237.0,20200000000000.0,35775671,10,41.14992905,-8.609392166,4,1.0,1.0,2.0,1,1125,24,54,84,359,66,10,0,4.86,4.89,4.92,4.89,4.86,4.98,4.85,10,10,0,0,2.13
7451,7451,54157957.0,20200000000000.0,439054965,6,41.14502,-8.61031,2,1.0,0.0,1.0,1,365,30,60,90,365,154,37,1,4.9,4.88,4.94,4.97,4.98,4.92,4.82,6,6,0,0,4.55
7457,7457,54189777.0,20200000000000.0,129377905,32,41.15101242,-8.602250099,3,1.0,1.0,1.0,1,40,0,0,0,0,45,17,0,4.47,4.6,4.44,4.6,4.71,4.58,4.36,21,21,0,0,1.36
7458,7458,54191517.0,20200000000000.0,129377905,32,41.15817261,-8.610055923,5,2.0,3.0,5.0,1,15,24,51,71,77,31,16,1,4.45,4.42,4.71,4.87,4.84,4.45,4.45,21,21,0,0,0.9
7459,7459,54196942.0,20200000000000.0,5070279,42,41.14195,-8.61358,4,1.0,2.0,4.0,2,28,8,8,30,296,53,9,0,4.75,4.83,4.7,4.85,4.92,4.94,4.72,6,6,0,0,1.53
7460,7460,54197886.0,20200000000000.0,5070279,42,41.14291,-8.61475,4,1.0,2.0,2.0,3,365,12,13,37,303,49,9,0,4.84,4.88,4.61,4.9,4.84,4.92,4.8,6,6,0,0,1.41
7469,7469,54235397.0,20200000000000.0,105024474,8,41.142784,-8.615724,2,1.0,1.0,2.0,2,31,27,57,87,355,159,44,0,4.84,4.87,4.96,4.93,4.91,4.97,4.84,8,8,0,0,4.51
7472,7472,54238706.0,20200000000000.0,129377905,32,41.15817261,-8.610055923,2,1.0,1.0,1.0,1,15,17,47,77,83,36,9,0,4.53,4.64,4.47,4.97,4.81,4.5,4.42,21,21,0,0,1.04
7474,7474,54239849.0,20200000000000.0,439837542,6,41.15908,-8.61259,4,1.0,1.0,2.0,2,40,12,24,54,329,161,48,2,4.84,4.89,4.86,4.94,4.96,4.61,4.84,6,6,0,0,4.6
7475,7475,54240289.0,20200000000000.0,439837542,6,41.16,-8.61059,4,1.0,1.0,2.0,2,40,20,50,80,355,127,51,0,4.9,4.94,4.94,4.92,4.92,4.69,4.82,6,6,0,0,3.57
7476,7476,54240560.0,20200000000000.0,439837542,6,41.15831,-8.61283,6,2.0,2.0,3.0,2,40,21,51,81,356,157,39,2,4.86,4.87,4.9,4.9,4.92,4.6,4.82,6,6,0,0,4.51
7477,7477,54240778.0,20200000000000.0,439837542,6,41.15866,-8.61238,6,2.0,2.0,3.0,2,1125,20,50,80,352,131,48,0,4.89,4.94,4.98,4.89,4.95,4.63,4.85,6,6,0,0,3.97
7480,7480,54271429.0,20200000000000.0,105024474,8,41.142784,-8.615724,2,1.0,1.0,1.0,2,31,25,55,85,351,134,27,0,4.73,4.84,4.92,4.87,4.93,4.98,4.66,8,8,0,0,3.8
7483,7483,54275335.0,20200000000000.0,105024474,8,41.142792,-8.61569,2,1.0,1.0,2.0,1,31,26,56,86,361,145,28,0,4.83,4.94,4.89,4.9,4.9,4.94,4.82,8,8,0,0,4.21
7484,7484,54275485.0,20200000000000.0,1300849,4,41.15073,-8.62767,6,1.0,2.0,2.0,1,365,24,53,83,350,90,11,1,4.54,4.74,4.53,4.83,4.82,4.67,4.66,3,3,0,0,2.6
7485,7485,54275678.0,20200000000000.0,105024474,8,41.142693,-8.616032,2,1.0,1.0,2.0,2,31,23,53,83,358,115,38,0,4.89,4.89,4.97,4.96,4.92,4.97,4.8,8,8,0,0,3.34
7486,7486,54275944.0,20200000000000.0,105024474,8,41.142784,-8.615724,2,1.0,1.0,1.0,2,31,27,57,87,362,119,26,0,4.71,4.72,4.86,4.95,4.92,4.92,4.66,8,8,0,0,3.39
7497,7497,54322215.0,20200000000000.0,435188439,8,41.1449,-8.61095,2,1.0,1.0,1.0,3,350,24,54,84,352,117,42,2,4.8,4.9,4.83,4.86,4.84,4.91,4.73,8,8,0,0,3.39
7498,7498,54325444.0,20200000000000.0,435188439,8,41.14439,-8.61214,2,1.0,1.0,1.0,3,365,26,54,84,335,162,54,2,4.88,4.96,4.9,4.76,4.85,4.9,4.83,8,8,0,0,4.62
7503,7503,54373672.0,20200000000000.0,441285523,1,41.144497,-8.618083,2,1.0,1.0,1.0,2,365,22,52,82,357,52,3,0,4.79,4.83,4.85,4.69,4.62,4.83,4.6,1,1,0,0,1.52
7512,7512,54403194.0,20200000000000.0,416982439,2,41.14876,-8.60171,2,1.0,0.0,1.0,2,270,22,52,82,262,42,10,1,4.81,4.74,4.67,4.57,4.74,4.76,4.79,2,2,0,0,1.24
7522,7522,5.13793e+17,20200000000000.0,51641113,1,41.16858,-8.60828,4,1.0,1.0,2.0,3,365,12,42,72,347,59,23,0,4.95,4.97,4.98,4.93,4.98,4.64,4.81,1,1,0,0,1.9
7528,7528,5.20109e+17,20200000000000.0,435964556,9,41.14204,-8.61426,2,1.0,0.0,1.0,1,1125,18,43,66,335,77,28,1,4.31,4.56,4.45,4.83,4.57,4.74,4.36,9,9,0,0,2.15
7537,7537,5.33418e+17,20200000000000.0,394418054,1,41.15006,-8.60641,6,,3.0,,2,365,15,45,75,255,60,22,0,4.95,4.95,4.98,4.9,4.97,4.93,4.87,1,1,0,0,1.84
7538,7538,5.37588e+17,20200000000000.0,440006548,1,41.14571,-8.60627,4,1.0,1.0,2.0,2,1125,27,57,73,73,0,0,0,,,,,,,,1,1,0,0,
7540,7540,5.38276e+17,20200000000000.0,191705918,1,41.14572,-8.60776,3,1.0,1.0,2.0,3,90,27,57,87,362,20,0,0,4.65,4.7,4.5,4.7,4.85,4.95,4.3,1,1,0,0,0.6
7542,7542,5.40574e+17,20200000000000.0,440603360,1,41.146938,-8.610823,2,1.5,1.0,1.0,3,28,30,60,90,239,65,20,1,4.95,4.94,4.98,4.97,4.98,4.82,4.86,1,1,0,0,1.96
7545,7545,5.4165e+17,20200000000000.0,440365802,1,41.1514,-8.58985,5,1.0,2.0,4.0,1,1125,6,6,6,6,146,45,2,4.63,4.78,4.64,4.67,4.7,4.3,4.6,1,1,0,0,4.14
7547,7547,5.42609e+17,20200000000000.0,24111791,8,41.14983,-8.61475,2,1.0,1.0,1.0,2,31,11,21,35,278,45,45,2,4.29,4.51,4.51,4.62,4.58,4.76,4.4,8,8,0,0,4.69
7548,7548,5.43187e+17,20200000000000.0,441138242,1,41.153126,-8.612065,2,1.0,1.0,1.0,2,365,15,42,72,347,16,2,0,4.75,4.94,4.81,4.94,4.88,5.0,4.75,1,1,0,0,0.47
7549,7549,5.43312e+17,20200000000000.0,441163371,1,41.14286,-8.62072,4,1.0,2.0,3.0,3,1125,22,52,79,312,123,40,1,4.88,4.92,4.85,4.85,4.82,4.8,4.81,1,1,0,0,3.6
7556,7556,5.44892e+17,20200000000000.0,413967456,2,41.15562057,-8.60958004,3,1.0,1.0,2.0,2,31,30,60,90,365,40,14,0,4.9,4.9,4.8,4.85,4.9,4.75,4.63,2,2,0,0,1.17
7561,7561,5.47034e+17,20200000000000.0,71810730,20,41.133335,-8.60484,6,1.0,1.0,3.0,2,270,21,51,81,336,54,9,0,4.83,4.91,4.81,4.96,5.0,4.59,4.81,20,20,0,0,1.59
7562,7562,5.47501e+17,20200000000000.0,167876218,14,41.16158992,-8.637653142,4,1.0,1.0,3.0,2,30,11,41,71,257,6,2,0,4.83,4.83,4.83,4.83,4.83,4.67,4.83,14,14,0,0,0.38
7563,7563,5.47585e+17,20200000000000.0,442025495,5,41.1550417,-8.6171626,2,1.0,0.0,1.0,2,28,20,50,80,355,21,5,0,4.86,4.9,5.0,5.0,5.0,4.76,4.81,5,5,0,0,0.75
7565,7565,5.48314e+17,20200000000000.0,181149738,2,41.159035,-8.626311,2,1.0,1.0,1.0,2,310,26,56,86,361,87,38,1,4.64,4.82,4.72,4.9,4.84,4.64,4.56,2,2,0,0,2.6
7570,7570,5.49171e+17,20200000000000.0,442369196,1,41.14523,-8.60849,3,,1.0,,3,1125,0,0,0,0,15,0,0,4.4,4.6,4.67,4.73,4.93,5.0,4.53,1,1,0,0,0.44
7576,7576,5.5111e+17,20200000000000.0,155005113,3,41.14351,-8.60637,4,1.0,1.0,2.0,2,180,13,37,63,141,41,12,0,4.66,4.73,4.59,4.85,4.88,4.88,4.56,3,3,0,0,1.19
7579,7579,5.51407e+17,20200000000000.0,245989121,19,41.14539,-8.611984,4,2.0,2.0,3.0,2,12,6,25,46,133,171,53,0,4.82,4.85,4.9,4.93,4.92,4.92,4.74,16,16,0,0,4.98
7580,7580,5.51414e+17,20200000000000.0,16874013,1,41.14401,-8.61368,4,2.0,2.0,4.0,3,1125,16,18,18,18,131,44,2,4.9,4.87,4.98,4.97,4.92,4.91,4.87,1,1,0,0,4.36
7581,7581,5.52034e+17,20200000000000.0,442937525,2,41.145573,-8.612195,2,1.0,1.0,1.0,2,365,30,60,90,260,138,42,2,4.86,4.91,4.88,4.8,4.93,4.91,4.8,2,2,0,0,4.21
7583,7583,5.52073e+17,20200000000000.0,442937525,2,41.150257,-8.612231,2,1.0,1.0,1.0,2,365,30,60,90,255,119,25,1,4.84,4.94,4.78,4.89,4.91,4.87,4.76,2,2,0,0,3.54
7584,7584,5.52177e+17,20200000000000.0,164022365,2,41.15108,-8.5899,2,1.0,1.0,1.0,2,15,23,51,78,353,107,39,1,4.65,4.77,4.78,4.73,4.52,4.7,4.69,2,2,0,0,3.07
7585,7585,5.5232e+17,20200000000000.0,443003909,1,41.14284,-8.61371,2,1.0,1.0,1.0,2,365,13,13,13,13,0,0,0,,,,,,,,1,1,0,0,
7586,7586,5.52581e+17,20200000000000.0,443055333,1,41.1437,-8.61325,3,1.0,1.0,2.0,2,1125,2,32,56,145,105,34,1,4.79,4.84,4.76,4.92,4.9,4.95,4.75,1,1,0,0,3.1
7587,7587,5.52618e+17,20200000000000.0,409325747,7,41.14356,-8.61104,2,1.0,1.0,1.0,2,15,23,53,83,167,183,47,1,4.91,4.94,4.86,4.94,4.95,4.92,4.89,6,6,0,0,5.29
7590,7590,5.5291e+17,20200000000000.0,476382707,6,41.146912,-8.604036,4,1.0,1.0,2.0,1,365,21,51,81,329,117,45,1,4.77,4.85,4.91,4.85,4.9,4.88,4.74,3,3,0,0,3.41
7592,7592,5.53564e+17,20200000000000.0,217922612,21,41.15573,-8.62121,4,2.0,2.0,2.0,2,180,22,52,82,337,114,32,0,4.95,4.96,4.97,4.92,4.94,4.68,4.89,21,21,0,0,3.44
7594,7594,5.54045e+17,20200000000000.0,443363606,2,41.14438,-8.61433,2,1.0,1.0,1.0,2,31,16,35,65,340,130,35,2,4.88,4.85,4.87,4.91,4.81,4.97,4.78,2,2,0,0,3.82
7597,7597,5.56419e+17,20200000000000.0,439857298,1,41.14909,-8.61109,2,1.0,1.0,1.0,2,1125,28,54,78,225,80,31,0,4.89,4.89,4.9,4.9,4.89,4.96,4.8,1,1,0,0,2.67
7599,7599,5.56481e+17,20200000000000.0,443862839,3,41.14779,-8.61489,3,1.0,1.0,1.0,2,365,22,50,80,170,172,49,2,4.91,4.95,4.84,4.96,4.95,4.98,4.9,3,3,0,0,4.98
7600,7600,5.56491e+17,20200000000000.0,443862839,3,41.14706,-8.6184,2,1.0,1.0,1.0,2,365,19,49,79,169,141,38,1,4.78,4.79,4.91,4.91,4.96,4.7,4.74,3,3,0,0,4.11
7606,7606,5.57838e+17,20200000000000.0,444159955,2,41.13694,-8.61036,2,1.0,0.0,1.0,1,1125,10,30,52,282,199,62,1,4.74,4.79,4.81,4.8,4.74,4.89,4.69,2,2,0,0,5.76
7608,7608,5.57909e+17,20200000000000.0,444180398,1,41.14404,-8.60794,2,1.0,1.0,2.0,2,300,24,54,84,149,46,14,1,4.83,4.83,4.87,4.83,4.91,4.85,4.76,1,1,0,0,1.37
7609,7609,5.5875e+17,20200000000000.0,444366729,2,41.1504,-8.61301,2,1.0,0.0,1.0,3,365,12,42,72,162,75,28,0,4.92,4.83,4.81,4.85,4.84,4.95,4.8,2,2,0,0,2.17
7615,7615,5.59224e+17,20200000000000.0,444448262,3,41.1479,-8.60112,3,1.0,1.0,2.0,1,1125,9,35,57,317,161,59,1,4.57,4.7,4.53,4.59,4.66,4.76,4.55,3,3,0,0,4.75
7618,7618,5.60629e+17,20200000000000.0,444609319,3,41.151901,-8.608213,4,1.0,1.0,2.0,2,365,16,46,76,315,14,5,0,4.86,4.71,4.86,4.86,4.86,4.93,4.79,1,1,0,0,0.43
7619,7619,5.60704e+17,20200000000000.0,444571719,1,41.16011,-8.60414,2,,1.0,,1,1125,0,0,0,0,18,14,0,4.72,4.72,4.72,4.56,4.56,4.61,4.72,1,1,0,0,0.55
7622,7622,5.61356e+17,20200000000000.0,173379265,1,41.159912,-8.611746,4,1.0,1.0,2.0,2,730,11,11,11,263,54,30,0,4.65,4.67,4.65,4.83,4.83,4.56,4.46,1,1,0,0,1.64
7637,7637,5.62786e+17,20200000000000.0,445159998,2,41.14594,-8.61238,5,1.0,1.0,3.0,2,30,21,51,81,354,178,59,0,4.82,4.84,4.8,4.9,4.97,4.9,4.73,2,2,0,0,5.18
7638,7638,5.628e+17,20200000000000.0,444747022,11,41.145016,-8.614302,2,1.0,0.0,1.0,2,30,30,60,90,365,143,42,1,4.88,4.93,4.97,4.95,4.92,4.92,4.83,9,9,0,0,4.23
7644,7644,5.6339e+17,20200000000000.0,445246508,2,41.14969,-8.60143,2,1.0,1.0,1.0,1,365,30,60,90,169,32,1,0,4.22,4.41,4.25,4.63,4.56,4.81,4.31,2,0,2,0,1.01
7645,7645,5.63539e+17,20200000000000.0,445327504,1,41.1457,-8.60901,2,1.0,0.0,1.0,2,270,12,37,67,247,158,53,2,4.81,4.86,4.84,4.85,4.84,4.78,4.81,1,1,0,0,4.63
7646,7646,5.63553e+17,20200000000000.0,31612061,3,41.12508,-8.62557,4,1.0,2.0,2.0,1,1125,26,56,86,286,145,23,0,4.71,4.73,4.91,4.76,4.68,4.24,4.71,2,2,0,0,4.25
7656,7656,5.6428e+17,20200000000000.0,445241875,4,41.15356,-8.61138,4,1.0,1.0,2.0,2,90,13,27,27,210,65,29,1,4.6,4.78,4.56,4.62,4.77,4.6,4.57,4,4,0,0,1.94
7660,7660,5.64359e+17,20200000000000.0,445412793,1,41.17254257,-8.641590118,4,1.0,1.0,1.0,3,365,17,17,36,285,16,6,0,4.75,4.63,5.0,5.0,4.94,4.56,4.38,1,1,0,0,0.53
7661,7661,5.64624e+17,20200000000000.0,13383554,4,41.14959,-8.61652,3,1.0,0.0,2.0,1,365,12,39,60,302,163,54,2,4.96,4.98,4.98,4.84,4.96,4.96,4.89,4,4,0,0,4.89
7668,7668,5.65286e+17,20200000000000.0,2730238,21,41.14482,-8.60693,2,1.0,1.0,2.0,3,120,30,60,90,305,88,28,1,4.92,4.94,4.89,4.98,4.97,4.92,4.89,16,16,0,0,2.8
7669,7669,5.65374e+17,20200000000000.0,265489533,3,41.12637,-8.61628,5,1.0,2.0,2.0,3,30,22,52,82,172,85,27,0,4.89,4.95,4.98,4.94,4.98,4.78,4.85,3,3,0,0,2.56
7673,7673,5.66507e+17,20200000000000.0,349346301,1,41.14536,-8.63327,4,1.0,1.0,2.0,2,30,24,54,84,316,70,42,1,4.96,4.93,4.87,4.94,4.99,4.69,4.9,1,1,0,0,3.03
7674,7674,5.66569e+17,20200000000000.0,435188439,8,41.14531,-8.611216,2,1.0,1.0,1.0,3,365,19,42,57,291,145,49,0,4.87,4.96,4.84,4.81,4.88,4.94,4.81,8,8,0,0,4.31
7676,7676,5.66792e+17,20200000000000.0,40430326,2,41.14612,-8.60991,2,1.0,0.0,1.0,3,1125,17,17,17,45,19,0,0,4.84,4.95,5.0,4.89,4.89,5.0,4.95,1,1,0,0,0.57
7679,7679,5.67801e+17,20200000000000.0,446285594,1,41.15931,-8.60797,2,1.0,1.0,1.0,2,1125,0,0,20,20,100,29,0,4.82,4.9,4.8,4.95,4.88,4.55,4.81,1,1,0,0,3.05
7684,7684,5.6814e+17,20200000000000.0,443806250,1,41.160793,-8.611585,4,2.0,2.0,3.0,2,7,15,45,75,341,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.09
7699,7699,5.69398e+17,20200000000000.0,446638642,9,41.14621,-8.605723,2,1.0,1.0,1.0,1,365,30,57,81,354,61,20,1,4.79,4.82,4.67,4.9,4.8,4.8,4.64,9,8,1,0,1.84
7700,7700,5.69398e+17,20200000000000.0,446638642,9,41.14621,-8.605723,4,1.0,1.0,3.0,1,365,18,45,67,342,19,7,0,4.84,4.95,4.79,4.95,5.0,4.84,4.84,9,8,1,0,0.56
7702,7702,5.69461e+17,20200000000000.0,413200708,16,41.14569,-8.61366,2,1.0,1.0,1.0,2,31,12,32,43,268,28,1,0,4.64,4.54,4.54,4.64,4.46,4.96,4.57,7,7,0,0,0.83
7705,7705,5.69733e+17,20200000000000.0,446718693,1,41.143753,-8.61403,4,1.0,1.0,2.0,3,30,30,60,90,107,103,29,1,4.78,4.85,4.82,4.87,4.91,4.97,4.73,1,1,0,0,3.07
7717,7717,5.7247e+17,20200000000000.0,447267806,1,41.144135,-8.613417,2,1.0,1.0,1.0,2,360,22,49,79,316,128,31,0,4.94,4.97,4.96,4.98,4.91,4.94,4.86,1,1,0,0,3.84
7718,7718,5.72498e+17,20200000000000.0,192739665,31,41.1462,-8.60629,4,1.0,1.0,2.0,2,365,29,41,56,321,46,16,0,4.89,4.98,4.93,4.98,4.96,4.87,4.72,26,26,0,0,1.39
7720,7720,5.72881e+17,20200000000000.0,446679968,1,41.149,-8.58857,4,1.0,2.0,2.0,1,1125,0,0,0,162,88,25,0,4.44,4.63,4.33,4.49,4.69,4.43,4.43,1,1,0,0,2.66
7722,7722,5.73681e+17,20200000000000.0,15809545,6,41.1437,-8.61423,3,1.0,1.0,3.0,1,1125,24,54,84,354,96,29,2,4.38,4.55,4.65,4.8,4.48,4.92,4.42,6,6,0,0,2.85
7726,7726,5.73901e+17,20200000000000.0,105024474,8,41.14346,-8.61486,2,1.0,1.0,1.0,2,31,0,0,0,249,90,7,0,4.6,4.76,4.86,4.94,4.8,4.94,4.66,8,8,0,0,2.71
7731,7731,5.75086e+17,20200000000000.0,447851341,1,41.14973,-8.60339,2,1.0,1.0,1.0,1,365,25,55,85,360,106,30,1,4.7,4.76,4.8,4.84,4.85,4.79,4.56,1,1,0,0,3.2
7732,7732,5.751e+17,20200000000000.0,447245473,1,41.14568,-8.59699,2,2.0,1.0,2.0,1,1125,14,30,60,320,106,19,1,4.59,4.81,4.54,4.89,4.72,4.78,4.63,1,1,0,0,3.17
7733,7733,5.75205e+17,20200000000000.0,447879101,5,41.14496,-8.61088,6,2.0,2.0,4.0,1,365,15,39,69,342,9,6,0,4.89,5.0,4.78,4.89,4.78,5.0,4.89,5,5,0,0,0.29
7735,7735,5.75228e+17,20200000000000.0,447879101,5,41.14346,-8.61283,5,2.0,2.0,3.0,1,365,10,18,34,296,67,45,1,4.87,4.99,4.96,4.85,4.78,4.96,4.82,5,5,0,0,3.03
7736,7736,5.75236e+17,20200000000000.0,447879101,5,41.14581,-8.61095,2,1.0,0.0,1.0,1,365,15,30,47,275,3,3,1,5.0,5.0,4.67,5.0,5.0,5.0,4.67,5,5,0,0,0.26
7737,7737,5.75239e+17,20200000000000.0,447879101,5,41.14409,-8.61278,2,1.0,0.0,1.0,1,365,14,35,63,312,3,2,1,5.0,5.0,5.0,5.0,4.67,4.67,4.67,5,5,0,0,0.18
7738,7738,5.75417e+17,20200000000000.0,447940379,2,41.1572,-8.60596,2,1.0,1.0,1.0,2,220,22,52,82,357,89,26,2,4.85,4.91,4.81,4.98,4.96,4.7,4.76,2,2,0,0,2.72
7739,7739,5.76134e+17,20200000000000.0,447690190,14,41.149,-8.62058,4,2.0,2.0,2.0,1,1125,18,48,78,353,84,14,0,4.49,4.58,4.82,4.82,4.69,4.71,4.51,11,11,0,0,2.55
7740,7740,5.76321e+17,20200000000000.0,1630185,9,41.15601,-8.60238,2,1.0,1.0,1.0,1,365,27,57,87,356,34,16,0,4.59,4.82,4.91,4.88,4.76,4.65,4.47,5,5,0,0,1.01
7747,7747,5.77632e+17,20200000000000.0,419998595,14,41.1460726,-8.6083472,4,1.0,0.0,2.0,2,25,14,36,48,310,28,9,0,4.5,4.61,4.46,4.82,4.61,4.68,4.48,14,14,0,0,0.97
7752,7752,5.78697e+17,20200000000000.0,1630185,9,41.1544,-8.60385,6,1.0,2.0,2.0,1,365,26,46,76,350,60,15,0,4.67,4.73,4.85,4.85,4.78,4.53,4.7,5,5,0,0,1.86
7754,7754,5.78827e+17,20200000000000.0,193654119,10,41.14318,-8.61546,3,1.0,1.0,1.0,2,30,21,51,81,353,29,11,0,4.69,4.86,4.93,4.69,4.79,4.97,4.69,10,10,0,0,0.87
7755,7755,5.7883e+17,20200000000000.0,448744642,1,41.154709,-8.609929,2,1.0,1.0,2.0,3,29,30,60,90,180,72,24,0,4.88,4.96,4.89,4.9,4.93,4.75,4.76,1,1,0,0,2.17
7765,7765,5.79625e+17,20200000000000.0,192739665,31,41.14538,-8.60507,2,1.0,0.0,1.0,2,365,0,0,21,286,59,25,0,4.88,4.97,4.93,4.98,4.95,4.88,4.8,26,26,0,0,1.78
7766,7766,5.79642e+17,20200000000000.0,5389044,9,41.14158,-8.61337,3,1.0,1.0,2.0,3,30,19,49,79,343,127,36,1,4.78,4.83,4.73,4.9,4.87,4.94,4.71,9,9,0,0,3.78
7778,7778,5.82346e+17,20200000000000.0,443967062,3,41.15135,-8.61191,2,1.0,1.0,1.0,2,31,21,51,81,356,127,50,0,4.67,4.78,4.67,4.81,4.74,4.93,4.69,3,3,0,0,3.83
7779,7779,5.8235e+17,20200000000000.0,395017377,2,41.15232,-8.61135,2,1.0,1.0,1.0,3,28,15,33,48,138,95,40,1,4.97,4.98,4.96,4.98,4.98,4.93,4.89,2,2,0,0,2.91
7781,7781,5.82406e+17,20200000000000.0,192739665,31,41.14519,-8.60608,5,2.0,2.0,4.0,2,365,13,18,42,299,89,37,1,4.92,4.9,4.99,4.97,4.97,4.94,4.79,26,26,0,0,2.72
7786,7786,5.83013e+17,20200000000000.0,107777307,1,41.145035,-8.611903,2,1.0,1.0,1.0,1,1125,15,45,75,271,53,23,0,4.91,4.92,4.94,4.92,5.0,4.96,4.83,1,1,0,0,1.63
7797,7797,5.83911e+17,20200000000000.0,449850044,1,41.14389,-8.61268,2,1.0,1.0,1.0,2,270,30,60,90,270,62,18,0,4.82,4.98,4.89,4.97,4.9,4.98,4.84,1,1,0,0,1.87
7799,7799,5.84412e+17,20200000000000.0,330813714,2,41.14379883,-8.604453087,4,1.0,1.0,2.0,2,31,21,51,81,352,66,22,0,4.89,4.94,4.98,4.95,4.98,4.82,4.8,1,1,0,0,2.09
7800,7800,5.84698e+17,20200000000000.0,450019047,1,41.14582,-8.61324,3,1.0,1.0,2.0,3,60,5,28,58,306,69,0,0,4.68,4.67,4.83,4.93,4.96,4.86,4.74,1,1,0,0,2.11
