,Unnamed: 0,id,scrape_id,host_id,host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2,2,3902889.0,20200000000000.0,4656501,9,41.1463,-8.59903,4,1.0,2.0,2.0,1,365,23,53,83,357,36,13,0,4.78,4.81,4.72,4.72,4.69,4.64,4.58,4,4,0,0,0.29
4,4,7918261.0,20200000000000.0,40592098,24,41.14703,-8.59804,2,1.0,0.0,2.0,2,186,22,52,82,357,11,0,0,4.55,5.0,4.82,4.91,4.45,4.27,4.55,24,23,1,0,0.1
5,5,8747853.0,20200000000000.0,18112547,1,41.15178,-8.60277,2,,1.0,,3,1124,0,0,0,0,194,31,0,4.52,4.66,4.69,4.76,4.77,4.51,4.46,1,1,0,0,1.75
6,6,15391175.0,20200000000000.0,26404869,2,41.16628,-8.61208,5,,3.0,,3,1125,0,0,0,0,25,0,0,4.8,4.88,4.92,4.92,5.0,4.5,4.75,1,1,0,0,0.25
12,12,23017582.0,20200000000000.0,429054820,3,41.14769,-8.600418,2,1.0,1.0,1.0,3,330,24,54,70,200,50,7,0,4.94,4.94,4.96,4.98,4.98,4.92,4.9,3,3,0,0,0.61
13,13,23023720.0,20200000000000.0,429054820,3,41.14769,-8.60042,3,1.0,1.0,1.0,3,330,15,32,32,168,31,4,0,4.97,4.97,5.0,4.94,5.0,4.9,4.84,3,3,0,0,0.4
17,17,25835772.0,20200000000000.0,194120215,2,41.1502533,-8.595067978,3,1.0,1.0,1.0,2,31,21,51,81,328,7,0,0,4.57,4.86,5.0,5.0,5.0,4.43,4.86,2,2,0,0,0.09
26,26,34074060.0,20200000000000.0,120835470,3,41.16128,-8.64368,2,1.0,1.0,1.0,2,1125,25,55,85,360,59,14,0,4.83,4.9,4.83,4.93,4.95,4.8,4.8,3,3,0,0,0.86
28,28,35485052.0,20200000000000.0,16211101,11,41.14512,-8.59327,2,1.5,1.0,1.0,1,1125,0,0,0,0,0,0,0,,,,,,,,11,11,0,0,
29,29,35485242.0,20200000000000.0,16211101,11,41.14512,-8.59367,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0,,,,,,,,11,11,0,0,
30,30,35485404.0,20200000000000.0,16211101,11,41.14543,-8.59357,2,1.5,1.0,1.0,1,1125,0,0,0,0,0,0,0,,,,,,,,11,11,0,0,
56,56,191005.0,20200000000000.0,923371,5,41.15328,-8.60758,4,2.0,2.0,3.0,3,180,0,2,2,239,157,18,0,4.72,4.79,4.76,4.93,4.85,4.7,4.63,2,2,0,0,1.04
59,59,241743.0,20200000000000.0,1266562,17,41.14661,-8.60188,3,1.0,1.0,2.0,2,14,17,44,71,327,162,2,0,4.56,4.62,4.75,4.8,4.73,4.66,4.61,17,17,0,0,1.03
62,62,265819.0,20200000000000.0,506925,4,41.16201,-8.63315,4,1.0,1.0,1.0,2,365,22,52,82,357,116,12,0,4.67,4.8,4.74,4.81,4.81,4.51,4.61,1,1,0,0,0.75
64,64,270094.0,20200000000000.0,1377045,1,41.1608,-8.63532,2,1.0,1.0,1.0,3,31,0,27,57,114,81,11,0,4.84,4.85,4.83,4.97,4.95,4.8,4.77,1,1,0,0,0.53
65,65,270965.0,20200000000000.0,1418251,1,41.15641,-8.60973,2,1.0,1.0,1.0,3,28,30,60,90,365,171,12,0,4.35,4.65,4.58,4.74,4.81,4.26,4.43,1,1,0,0,1.12
68,68,313017.0,20200000000000.0,1609420,1,41.14172,-8.61175,4,,2.0,,1,1825,0,0,0,0,51,0,0,4.64,4.67,4.81,4.6,4.75,4.71,4.54,1,1,0,0,0.33
76,76,403114.0,20200000000000.0,2010935,13,41.14073,-8.6147,4,1.0,1.0,2.0,2,270,18,48,75,255,202,29,2,4.89,4.87,4.85,4.88,4.94,4.97,4.81,13,13,0,0,1.33
108,108,598806.0,20200000000000.0,2962322,1,41.14727,-8.59793,2,1.0,1.0,1.0,3,10,29,59,89,89,59,0,0,4.68,4.8,4.61,4.76,4.75,4.69,4.61,1,1,0,0,0.39
120,120,628606.0,20200000000000.0,3122657,1,41.15538,-8.60717,2,,1.0,,2,1125,0,0,0,0,125,0,0,4.44,4.68,4.49,4.79,4.78,4.63,4.64,1,1,0,0,0.83
125,125,681306.0,20200000000000.0,3469454,6,41.14259,-8.61713,4,2.0,1.0,2.0,1,31,10,24,54,324,198,5,0,4.69,4.8,4.92,4.92,4.88,4.86,4.76,6,6,0,0,1.33
129,129,695656.0,20200000000000.0,2010935,13,41.13965,-8.61644,4,1.0,1.0,2.0,2,270,24,54,84,264,27,3,0,4.89,4.93,4.93,4.96,4.96,4.96,4.85,13,13,0,0,0.19
131,131,703873.0,20200000000000.0,3614742,1,41.13038,-8.60236,2,1.5,1.0,1.0,2,1125,19,49,77,347,189,16,0,4.85,4.91,4.9,4.94,4.87,4.67,4.85,1,0,1,0,1.66
132,132,708484.0,20200000000000.0,1736427,1,41.17632,-8.62883,1,1.0,1.0,1.0,2,15,0,0,0,0,135,0,0,4.85,4.89,4.98,4.94,4.97,4.57,4.84,1,0,1,0,1.19
133,133,713596.0,20200000000000.0,2821843,1,41.16838,-8.60986,5,,1.0,,3,1125,0,0,0,0,189,0,0,4.52,4.7,4.56,4.74,4.78,4.22,4.56,1,1,0,0,1.29
134,134,735736.0,20200000000000.0,3838433,10,41.15583,-8.62387,6,1.0,2.0,5.0,2,1125,23,53,83,358,91,10,0,4.62,4.7,4.69,4.71,4.84,4.65,4.49,7,7,0,0,0.69
144,144,769605.0,20200000000000.0,3163699,2,41.14323,-8.60675,2,1.0,1.0,1.0,3,1125,29,59,89,265,73,10,0,4.64,4.71,4.53,4.92,4.97,4.92,4.6,2,1,1,0,0.56
145,145,780430.0,20200000000000.0,4115877,3,41.14185,-8.61792,3,1.0,1.0,3.0,2,360,0,0,0,244,21,0,0,4.7,4.76,4.9,4.95,4.76,4.81,4.76,3,3,0,0,0.15
146,146,780538.0,20200000000000.0,4115877,3,41.14167,-8.61951,6,1.0,2.0,5.0,2,365,26,56,86,347,57,9,0,4.82,4.86,4.95,4.95,4.91,4.89,4.8,3,3,0,0,0.39
166,166,1075476.0,20200000000000.0,1266562,17,41.1468,-8.60139,2,1.0,1.0,1.0,2,14,18,33,42,301,186,1,0,4.62,4.8,4.8,4.68,4.69,4.63,4.71,17,17,0,0,1.38
168,168,1083736.0,20200000000000.0,5897201,17,41.14344,-8.61633,2,1.0,1.0,2.0,2,31,21,49,77,352,194,23,2,4.84,4.92,4.86,4.93,4.96,4.88,4.82,16,16,0,0,1.37
175,175,1179009.0,20200000000000.0,6450606,5,41.15496,-8.62649,6,1.0,2.0,5.0,2,1125,21,51,81,356,72,4,0,4.7,4.8,4.7,4.83,4.68,4.69,4.69,5,5,0,0,0.51
176,176,1179607.0,20200000000000.0,6450606,5,41.15283,-8.62657,6,1.0,2.0,3.0,2,1125,23,52,82,352,27,12,2,4.73,4.81,4.81,4.93,4.78,4.63,4.7,5,5,0,0,0.19
177,177,1185985.0,20200000000000.0,6485316,2,41.14802,-8.63116,2,1.0,1.0,1.0,3,360,0,0,14,245,77,0,0,4.84,4.87,4.91,4.92,4.99,4.76,4.87,2,0,2,0,0.55
184,184,1284630.0,20200000000000.0,6988977,3,41.14397,-8.61777,2,1.0,2.0,2.0,1,1125,23,53,83,173,107,10,0,4.54,4.45,4.71,4.81,4.75,4.85,4.49,3,3,0,0,0.86
198,198,1304318.0,20200000000000.0,7090133,1,41.13471,-8.60955,2,,,,2,8,0,0,0,0,136,0,0,4.32,4.61,4.23,4.9,4.86,4.68,4.58,1,0,1,0,1.0
204,204,1338982.0,20200000000000.0,7260938,3,41.1432313,-8.6145272,4,1.0,1.0,2.0,2,270,9,17,47,223,131,17,0,4.66,4.77,4.65,4.69,4.84,4.89,4.69,3,3,0,0,1.02
206,206,1366674.0,20200000000000.0,582444,11,41.152615,-8.608886,6,1.0,2.0,2.0,1,365,10,30,54,248,65,0,0,4.64,4.78,4.75,4.84,4.94,4.7,4.64,11,11,0,0,0.47
208,208,1380766.0,20200000000000.0,7474213,8,41.14221,-8.61542,6,1.0,2.0,4.0,2,1125,20,50,74,313,25,0,0,4.84,4.84,5.0,4.88,4.96,5.0,4.84,8,8,0,0,0.18
209,209,1381092.0,20200000000000.0,7474213,8,41.14221,-8.61542,6,1.0,2.0,4.0,2,1125,17,41,62,242,15,0,0,4.73,4.79,5.0,4.71,4.86,4.86,4.5,8,8,0,0,0.11
219,219,1481442.0,20200000000000.0,1619243,4,41.14114,-8.6091,4,1.0,2.0,2.0,1,1125,15,41,65,313,17,0,0,4.59,4.53,4.65,4.76,4.88,4.88,4.59,4,4,0,0,0.12
225,225,1553544.0,20200000000000.0,8272913,1,41.15453,-8.61608,4,1.0,1.0,2.0,2,31,17,42,69,334,43,5,0,4.58,4.65,4.79,4.74,4.65,4.72,4.42,1,1,0,0,0.43
226,226,1571309.0,20200000000000.0,8352490,1,41.17291,-8.63362,1,,,,1,7,0,0,0,0,0,0,0,,,,,,,,1,0,1,0,
229,229,1657483.0,20200000000000.0,680010,7,41.14627,-8.59439,6,1.0,1.0,3.0,2,31,20,50,80,343,172,28,0,4.51,4.74,4.5,4.78,4.82,4.55,4.55,7,7,0,0,1.26
233,233,1694547.0,20200000000000.0,1619243,4,41.14114,-8.6091,3,1.0,0.0,2.0,1,28,26,51,79,353,25,1,0,4.64,4.8,4.72,4.64,4.56,4.76,4.52,4,4,0,0,0.48
234,234,1712267.0,20200000000000.0,582444,11,41.154598,-8.610099,6,1.0,2.0,3.0,1,365,8,28,50,288,60,0,0,4.72,4.82,4.82,4.83,4.9,4.61,4.74,11,11,0,0,0.45
235,235,1714665.0,20200000000000.0,9043471,4,41.14913,-8.60664,2,,1.0,,3,1125,11,41,71,336,0,0,0,,,,,,,,4,4,0,0,
236,236,1714670.0,20200000000000.0,9043471,4,41.14913,-8.60664,2,,1.0,,3,1125,30,60,90,365,0,0,0,,,,,,,,4,4,0,0,
237,237,1719942.0,20200000000000.0,9070329,1,41.15355,-8.58863,2,,,,2,1125,0,0,0,0,59,0,0,4.93,4.9,5.0,4.91,4.95,4.58,4.88,1,0,1,0,0.46
238,238,1725356.0,20200000000000.0,9093792,3,41.14365,-8.62309,2,1.0,0.0,1.0,2,31,24,50,80,337,72,0,0,4.67,4.94,4.96,4.91,4.77,4.56,4.7,3,3,0,0,0.58
249,249,1804434.0,20200000000000.0,6450606,5,41.15377,-8.62584,5,1.0,1.0,3.0,1,1125,22,52,82,357,47,6,0,4.57,4.57,4.64,4.81,4.79,4.36,4.38,5,5,0,0,0.37
251,251,1832526.0,20200000000000.0,9583733,2,41.14413,-8.61791,2,1.0,1.0,1.0,3,150,24,54,84,357,183,34,0,4.76,4.88,4.82,4.93,4.95,4.94,4.69,2,2,0,0,1.51
261,261,2031487.0,20200000000000.0,3043794,3,41.12978363,-8.618280411,3,1.0,1.0,2.0,3,30,20,50,78,93,59,4,0,4.61,4.86,4.61,4.88,4.91,4.44,4.59,3,3,0,0,0.48
277,277,2389777.0,20200000000000.0,4115877,3,41.14343,-8.61845,3,1.0,1.0,3.0,1,31,2,29,59,325,16,1,0,4.81,4.69,4.75,4.81,4.88,4.88,4.75,3,3,0,0,0.12
278,278,2428363.0,20200000000000.0,12412664,4,41.1446,-8.61896,3,1.5,2.0,2.0,3,90,24,54,84,171,188,11,0,4.44,4.63,4.55,4.7,4.67,4.87,4.51,4,4,0,0,1.45
285,285,2492899.0,20200000000000.0,12759224,5,41.14454,-8.6173,3,1.0,1.0,1.0,3,30,27,54,75,239,176,24,1,4.86,4.93,4.94,4.98,4.95,4.86,4.82,5,5,0,0,1.35
290,290,2641067.0,20200000000000.0,12759224,5,41.14939,-8.61838,3,1.0,1.0,1.0,3,1125,18,20,36,202,171,11,0,4.84,4.95,4.91,4.98,4.93,4.91,4.85,5,5,0,0,1.32
293,293,2659893.0,20200000000000.0,1143191,2,41.14533,-8.61191,4,,1.0,,3,200,0,0,0,0,192,0,0,4.87,4.95,4.96,4.89,4.93,4.93,4.85,1,1,0,0,1.48
294,294,2675381.0,20200000000000.0,13697637,2,41.16042328,-8.609968185,6,,3.0,,3,1125,0,0,0,0,34,6,0,4.56,4.74,4.56,4.88,4.88,4.38,4.5,2,1,1,0,0.26
297,297,2691782.0,20200000000000.0,13776260,4,41.15108,-8.60444,5,1.0,1.0,2.0,2,365,22,50,64,250,9,2,0,4.67,4.78,5.0,5.0,5.0,4.89,4.78,4,4,0,0,0.07
300,300,2747558.0,20200000000000.0,3277008,4,41.15807,-8.60679,5,2.0,1.0,4.0,1,31,19,49,55,256,62,1,0,4.74,4.87,4.82,4.89,4.84,4.45,4.66,4,4,0,0,0.48
303,303,2761419.0,20200000000000.0,13337880,2,41.14343262,-8.614296913,3,1.0,1.0,2.0,3,30,13,36,52,52,134,25,1,4.8,4.9,4.89,4.96,4.94,4.95,4.77,2,2,0,0,1.13
304,304,2766251.0,20200000000000.0,3838433,10,41.15594,-8.62384,6,1.0,2.0,4.0,2,1125,19,49,79,340,100,3,0,4.59,4.8,4.86,4.81,4.64,4.52,4.62,7,7,0,0,0.78
305,305,2766311.0,20200000000000.0,3838433,10,41.1558,-8.62379,6,1.0,2.0,5.0,2,1125,30,60,90,365,47,2,0,4.26,4.53,4.62,4.51,4.49,4.45,4.32,7,7,0,0,0.37
308,308,2821770.0,20200000000000.0,7474213,8,41.14231,-8.6154,4,1.0,1.0,2.0,2,1125,18,48,69,289,3,0,0,4.67,5.0,5.0,5.0,4.67,5.0,5.0,8,8,0,0,0.02
309,309,2821866.0,20200000000000.0,7474213,8,41.14231,-8.6154,6,1.0,2.0,3.0,2,1125,17,43,63,262,14,0,0,4.86,4.71,5.0,5.0,4.93,5.0,4.93,8,8,0,0,0.11
310,310,2828877.0,20200000000000.0,3277008,4,41.15741,-8.60856,4,1.0,1.0,1.0,1,31,16,46,73,326,122,0,0,4.72,4.85,4.88,4.88,4.88,4.34,4.63,4,4,0,0,0.94
311,311,2837052.0,20200000000000.0,3277008,4,41.1582,-8.6085,2,1.0,1.0,1.0,1,31,16,41,71,324,80,0,0,4.74,4.87,4.87,4.86,4.9,4.44,4.69,4,4,0,0,0.62
313,313,2844941.0,20200000000000.0,9727633,2,41.13074,-8.64348,5,1.0,2.0,2.0,2,1125,0,0,0,190,18,0,0,4.44,4.39,4.72,5.0,4.72,4.33,4.61,2,2,0,0,0.14
316,316,2869292.0,20200000000000.0,14667345,4,41.14412,-8.61256,5,1.5,3.0,3.0,2,1125,16,39,59,207,109,5,0,4.63,4.7,4.83,4.88,4.77,4.6,4.73,4,4,0,0,0.84
318,318,2888308.0,20200000000000.0,7720702,2,41.15549,-8.6091,4,1.0,1.0,2.0,3,60,29,59,89,364,58,2,0,4.69,4.84,4.91,4.89,4.89,4.68,4.56,2,2,0,0,0.46
323,323,2921985.0,20200000000000.0,14921668,5,41.14122,-8.6134,6,1.5,1.0,3.0,1,1125,14,30,50,209,152,41,1,4.95,4.91,4.95,4.89,4.95,4.97,4.89,5,5,0,0,1.19
325,325,2932569.0,20200000000000.0,14358016,2,41.1507,-8.60371,5,2.0,1.0,2.0,2,1125,3,33,63,338,94,0,0,4.89,4.88,4.93,4.93,4.93,4.87,4.87,2,2,0,0,0.82
329,329,2976144.0,20200000000000.0,14921668,5,41.14217,-8.61227,3,1.0,1.0,1.0,1,1125,21,46,74,273,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,0.07
334,334,3049916.0,20200000000000.0,12759224,5,41.14708,-8.61664,3,2.0,1.0,1.0,3,30,22,52,82,273,72,13,1,4.94,4.92,4.99,4.96,4.96,4.97,4.89,5,5,0,0,0.57
336,336,3068627.0,20200000000000.0,3277008,4,41.15609,-8.60733,4,2.0,1.0,4.0,1,31,10,40,67,295,86,0,0,4.71,4.77,4.82,4.86,4.87,4.43,4.67,4,4,0,0,0.67
347,347,3215881.0,20200000000000.0,4803218,2,41.15033,-8.61654,6,1.0,2.0,4.0,2,90,28,58,88,349,173,9,0,4.54,4.56,4.58,4.9,4.89,4.78,4.5,1,1,0,0,1.37
348,348,3269362.0,20200000000000.0,1184917,1,41.16591,-8.61015,2,1.0,1.0,1.0,2,1125,0,0,0,182,108,12,0,4.85,4.91,4.91,4.92,4.94,4.59,4.9,1,0,1,0,0.84
361,361,3472761.0,20200000000000.0,17494296,1,41.14687,-8.60686,2,1.0,0.0,1.0,3,1125,18,48,78,344,74,17,0,4.78,4.81,4.77,4.8,4.86,4.91,4.69,1,1,0,0,0.71
364,364,3533490.0,20200000000000.0,17789572,18,41.14839,-8.60289,6,2.0,2.0,5.0,1,1125,16,42,62,317,88,8,0,4.7,4.9,4.71,4.87,4.82,4.73,4.68,18,18,0,0,0.7
366,366,3540755.0,20200000000000.0,17789572,18,41.14839,-8.60285,3,1.0,1.0,6.0,1,1125,25,55,82,356,16,1,0,4.94,4.88,4.88,4.94,5.0,4.56,4.75,18,18,0,0,0.13
367,367,3540828.0,20200000000000.0,17789572,18,41.14838,-8.60291,3,1.0,0.0,3.0,1,1125,14,39,64,333,5,0,0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,18,18,0,0,0.04
371,371,3562813.0,20200000000000.0,17938370,1,41.13524,-8.61034,3,1.0,1.0,3.0,3,60,0,0,0,0,151,0,0,4.54,4.72,4.49,4.91,4.95,4.66,4.54,1,1,0,0,1.31
379,379,3660051.0,20200000000000.0,12759224,5,41.14708,-8.61664,3,2.0,1.0,1.0,3,30,15,24,32,174,131,24,2,4.91,4.95,4.85,4.94,4.98,4.92,4.88,5,5,0,0,1.04
392,392,3899955.0,20200000000000.0,4656501,9,41.14556,-8.60046,2,1.0,0.0,0.0,1,365,27,50,80,354,25,8,0,4.72,4.76,4.6,4.84,4.84,4.8,4.6,4,4,0,0,0.21
393,393,3900636.0,20200000000000.0,20011978,5,41.15142,-8.61034,3,1.0,1.0,1.0,2,60,11,23,38,236,20,0,0,4.7,4.75,4.8,4.7,4.75,4.85,4.75,5,5,0,0,0.16
395,395,3902773.0,20200000000000.0,20011978,5,41.15208,-8.61061,4,1.0,1.0,1.0,2,60,8,23,31,210,35,4,0,4.8,4.86,4.91,4.97,4.94,4.8,4.89,5,5,0,0,0.3
396,396,3910004.0,20200000000000.0,20011978,5,41.15302,-8.61059,3,1.0,1.0,1.0,2,60,16,28,39,213,50,0,0,4.74,4.77,4.78,4.88,4.86,4.78,4.86,5,5,0,0,0.41
397,397,3910405.0,20200000000000.0,20011978,5,41.15317,-8.6103,5,1.0,2.0,5.0,2,60,14,27,44,246,51,6,1,4.78,4.84,4.9,4.98,4.9,4.84,4.82,5,5,0,0,0.43
398,398,3910618.0,20200000000000.0,20011978,5,41.15152,-8.61189,5,1.0,2.0,5.0,2,60,12,29,51,252,103,18,2,4.8,4.85,4.9,4.91,4.92,4.76,4.79,5,5,0,0,0.84
419,419,4023282.0,20200000000000.0,20857837,1,41.13545,-8.60822,2,,1.0,,1,7,1,1,1,2,0,0,0,,,,,,,,1,0,1,0,
421,421,4037558.0,20200000000000.0,7260938,3,41.1432313,-8.6145272,4,1.0,1.0,2.0,2,270,5,22,46,226,136,12,0,4.5,4.64,4.61,4.7,4.8,4.79,4.63,3,3,0,0,1.09
441,441,4281511.0,20200000000000.0,3670895,1,41.14484,-8.60028,3,1.5,1.0,2.0,3,7,23,53,83,313,35,3,0,4.89,4.91,4.71,4.97,5.0,5.0,4.86,1,1,0,0,0.52
445,445,4330965.0,20200000000000.0,2010935,13,41.13977,-8.61503,4,1.0,1.0,2.0,2,270,21,51,81,261,67,3,0,4.52,4.6,4.82,4.65,4.68,4.89,4.49,13,13,0,0,0.55
451,451,4410912.0,20200000000000.0,22895173,5,41.16053,-8.62529,4,1.0,1.0,3.0,3,1125,0,0,0,167,20,0,0,4.95,5.0,5.0,5.0,5.0,4.9,4.9,4,4,0,0,0.19
453,453,4415976.0,20200000000000.0,22921499,1,41.14454,-8.61037,2,1.0,1.0,1.0,2,1125,26,54,84,334,91,0,0,4.75,4.8,4.91,4.86,4.9,4.93,4.79,1,1,0,0,0.77
461,461,4634647.0,20200000000000.0,23999273,1,41.14386,-8.60592,4,1.0,1.0,1.0,2,1125,20,41,71,326,172,6,0,4.68,4.83,4.76,4.63,4.75,4.66,4.61,1,1,0,0,1.43
462,462,4658937.0,20200000000000.0,24109574,4,41.15129,-8.61199,2,1.0,1.0,1.0,2,190,3,32,62,201,131,11,1,4.69,4.82,4.82,4.84,4.86,4.78,4.68,4,4,0,0,1.08
463,463,4664676.0,20200000000000.0,24109574,4,41.15065,-8.61178,4,1.0,1.0,2.0,2,120,10,10,10,271,103,12,2,4.73,4.84,4.83,4.81,4.89,4.85,4.77,4,4,0,0,0.85
473,473,4898509.0,20200000000000.0,22895173,5,41.16044,-8.62501,4,1.0,1.0,2.0,3,1125,0,0,0,167,7,0,0,5.0,5.0,5.0,5.0,5.0,4.71,4.86,4,4,0,0,0.06
489,489,5112439.0,20200000000000.0,26415384,7,41.14551,-8.61752,4,1.0,1.0,3.0,2,1124,0,0,0,0,29,0,0,4.66,4.97,4.86,4.97,4.71,4.93,4.79,7,7,0,0,0.24
496,496,5198481.0,20200000000000.0,21770105,3,41.1553312,-8.6261483,2,1.0,1.0,1.0,2,6,14,44,74,301,181,2,1,4.75,4.83,4.83,4.79,4.85,4.65,4.67,3,3,0,0,1.56
500,500,5270632.0,20200000000000.0,27267172,8,41.14898,-8.63417,2,1.0,1.0,1.0,2,1124,15,45,71,78,124,2,0,4.77,4.81,4.77,4.75,4.72,4.57,4.72,8,8,0,0,1.14
510,510,5405099.0,20200000000000.0,1266562,17,41.14707,-8.60114,2,1.0,1.0,1.0,2,14,15,38,58,320,180,0,0,4.61,4.79,4.83,4.74,4.67,4.63,4.66,17,17,0,0,1.51
515,515,5496215.0,20200000000000.0,28504504,9,41.15399,-8.60518,4,1.0,1.0,2.0,3,1125,30,60,90,365,76,3,0,4.66,4.76,4.87,4.86,4.76,4.82,4.68,9,9,0,0,0.64
519,519,5555465.0,20200000000000.0,28504504,9,41.14122,-8.61723,5,1.0,3.0,5.0,3,1125,25,55,85,344,103,16,1,4.71,4.69,4.85,4.83,4.86,4.89,4.7,9,9,0,0,0.88
520,520,5557541.0,20200000000000.0,1675750,21,41.14002,-8.61518,4,1.0,1.0,2.0,1,365,26,56,86,354,46,1,0,4.63,4.8,4.83,4.78,4.78,4.93,4.74,21,21,0,0,0.39
534,534,5716817.0,20200000000000.0,29634304,1,41.16106,-8.63397,2,,,,3,15,0,0,0,0,72,0,0,4.86,4.94,4.89,4.93,4.93,4.76,4.92,1,0,1,0,0.71
535,535,5752278.0,20200000000000.0,2015743,5,41.14841,-8.60305,4,2.0,1.0,2.0,1,1125,22,41,71,346,163,11,0,4.44,4.57,4.46,4.68,4.71,4.74,4.47,5,5,0,0,1.4
538,538,5804599.0,20200000000000.0,30068812,2,41.15726,-8.61755,2,1.0,1.0,3.0,1,1125,26,54,84,145,164,0,0,4.79,4.89,4.81,4.88,4.92,4.73,4.81,2,0,2,0,1.56
541,541,5845099.0,20200000000000.0,3469454,6,41.14266,-8.61745,6,1.0,3.0,4.0,1,31,9,12,39,291,162,18,0,4.81,4.92,4.94,4.94,4.94,4.95,4.75,6,6,0,0,1.39
542,542,5849647.0,20200000000000.0,1266562,17,41.14559,-8.60236,2,1.0,1.0,1.0,2,14,4,14,18,289,197,0,0,4.67,4.78,4.87,4.76,4.68,4.84,4.7,17,17,0,0,1.67
545,545,5901450.0,20200000000000.0,30650556,1,41.15454,-8.60968,3,1.0,1.0,2.0,3,500,13,43,73,348,152,0,0,4.58,4.77,4.72,4.84,4.84,4.6,4.57,1,1,0,0,1.32
546,546,5904279.0,20200000000000.0,30666076,1,41.1469,-8.62967,4,,2.0,,3,365,0,0,0,0,24,0,0,4.63,4.75,4.71,4.83,4.83,4.92,4.79,1,1,0,0,0.23
552,552,5952517.0,20200000000000.0,30900606,2,41.15903,-8.59425,4,1.0,1.0,2.0,2,1125,16,16,16,16,160,8,0,4.7,4.76,4.72,4.87,4.88,4.46,4.67,2,2,0,0,1.37
554,554,5965858.0,20200000000000.0,24109574,4,41.15129,-8.61199,2,1.0,1.0,4.0,2,120,5,34,64,328,95,9,0,4.69,4.78,4.75,4.63,4.72,4.83,4.73,4,4,0,0,0.81
555,555,5975414.0,20200000000000.0,28504504,9,41.15312,-8.60487,4,1.0,1.0,2.0,3,1125,30,60,90,365,75,10,0,4.79,4.81,4.91,4.91,4.88,4.7,4.59,9,9,0,0,0.64
561,561,6004674.0,20200000000000.0,24109574,4,41.15129,-8.61199,4,1.0,2.0,6.0,2,120,0,30,55,133,49,8,0,4.59,4.76,4.76,4.8,4.67,4.69,4.67,4,4,0,0,0.42
568,568,6076851.0,20200000000000.0,31542272,1,41.16581,-8.63409,2,,2.0,,2,1125,0,0,0,0,71,0,0,4.46,4.65,4.49,4.84,4.88,4.33,4.61,1,1,0,0,0.61
570,570,6086770.0,20200000000000.0,692475,1,41.16781,-8.59408,1,1.0,1.0,1.0,2,1125,29,59,89,364,19,0,0,4.89,4.89,5.0,5.0,5.0,4.89,4.95,1,1,0,0,0.16
572,572,6120374.0,20200000000000.0,16211101,11,41.14538,-8.59477,2,1.0,1.0,1.0,3,1125,0,0,0,0,18,0,0,4.67,4.83,4.83,4.89,4.94,4.67,4.56,11,11,0,0,0.15
573,573,6125585.0,20200000000000.0,16211101,11,41.15018,-8.59492,3,1.0,1.0,2.0,1,1125,0,0,0,0,9,0,0,4.56,4.56,4.33,4.78,5.0,4.67,4.67,11,11,0,0,0.09
574,574,6126278.0,20200000000000.0,16211101,11,41.14712,-8.59287,4,1.0,1.0,2.0,1,1125,0,0,0,0,16,0,0,4.75,4.81,4.88,4.94,4.94,4.69,4.5,11,11,0,0,0.14
575,575,6126597.0,20200000000000.0,16211101,11,41.14696,-8.59321,4,1.5,1.0,1.0,1,1125,0,0,0,0,45,0,0,4.78,4.86,4.86,4.87,4.8,4.59,4.77,11,11,0,0,0.38
576,576,6127893.0,20200000000000.0,16211101,11,41.14725,-8.59499,3,1.0,1.0,2.0,1,1125,0,0,0,0,27,0,0,4.81,4.81,5.0,4.96,4.89,4.44,4.74,11,11,0,0,0.23
613,613,6410185.0,20200000000000.0,28504504,9,41.14134,-8.61732,6,1.0,3.0,4.0,3,1125,17,47,73,318,33,5,0,4.73,4.85,4.73,4.85,4.97,4.97,4.76,9,9,0,0,0.42
619,619,6456563.0,20200000000000.0,1266562,17,41.14679,-8.60392,4,1.0,1.0,2.0,2,14,17,43,62,328,198,1,0,4.68,4.81,4.77,4.77,4.77,4.86,4.74,17,17,0,0,1.71
627,627,6491651.0,20200000000000.0,33927255,1,41.17554,-8.62789,4,1.0,2.0,3.0,3,1125,0,0,0,0,0,0,0,,,,,,,,1,1,0,0,
634,634,6594422.0,20200000000000.0,34499587,13,41.12863,-8.61036,2,1.0,1.0,1.0,1,1125,18,18,18,61,35,1,0,4.54,4.8,4.86,4.8,4.57,4.34,4.66,9,9,0,0,0.31
637,637,6609876.0,20200000000000.0,217380031,7,41.14913,-8.60298,4,1.0,1.0,2.0,1,1125,28,58,88,363,126,9,0,4.61,4.76,4.57,4.92,4.84,4.91,4.6,7,7,0,0,1.09
