,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3441,25081463,51849782.0,,19.41166,-99.16535,1329.0,7.0,117.0,1.46,7.0,12,11.0,
3442,25082133,189604483.0,,19.34233,-99.18188,306.0,7.0,18.0,0.23,6.0,293,0.0,
3443,25089449,189665737.0,,19.3881,-99.16672,380.0,1.0,22.0,0.28,1.0,175,0.0,
3444,25090681,19273746.0,,19.41648,-99.15781,2848.0,2.0,,3.52,1.0,47,43.0,
3445,25105487,2925853.0,,19.35196,-99.16655,695.0,2.0,149.0,1.88,2.0,316,34.0,
3446,25107657,109053125.0,,19.34763,,,1.0,0.0,,1.0,0,0.0,
3447,25109729,212306974.0,,19.43468856811523,-99.15234375,1566.0,1.0,167.0,2.1,1.0,6,34.0,
3448,25110511,1444089.0,,19.41542,-99.16242,3146.0,3.0,159.0,1.99,1.0,41,40.0,
3449,25123242,184665940.0,,19.34055,-99.15539,5364.0,4.0,34.0,0.47,1.0,354,6.0,
3450,25129648,38960437.0,,19.37675,-99.15175,,5.0,6.0,0.07,4.0,0,0.0,
3451,25131375,122545414.0,,19.36046,-99.16385,1100.0,5.0,39.0,0.49,1.0,358,0.0,
3452,25134059,50970960.0,,19.38964,-99.17947,889.0,3.0,21.0,0.26,2.0,60,2.0,
3453,25135401,17886911.0,,19.341177617475836,-99.16702531278132,750.0,2.0,47.0,0.59,2.0,336,12.0,
3454,25136365,173058687.0,,19.43506,-99.20843,2406.0,21.0,9.0,0.11,1.0,85,0.0,
3455,25137501,13677387.0,,19.41654,-99.17694,1742.0,2.0,205.0,2.55,7.0,307,18.0,
3456,25138944,189996361.0,,19.38228,-99.18611,,,1.0,0.01,1.0,0,0.0,
3457,25141725,190022687.0,,19.38594,-99.14269,700.0,2.0,45.0,0.58,1.0,325,5.0,
3458,25141846,62320045.0,,19.43486,-99.16149,380.0,10.0,122.0,1.51,1.0,56,12.0,
3459,25159050,173286926.0,,19.42217,-99.16222,934.0,1.0,48.0,0.6,3.0,227,12.0,
3460,25160876,27841247.0,,19.43695,-99.19065,1787.0,1.0,20.0,0.25,37.0,360,0.0,
3461,25161172,190118420.0,,19.42857,-99.16901,2000.0,2.0,109.0,1.38,1.0,70,28.0,
3462,25843455,165418716.0,,19.35507,,300.0,3.0,7.0,0.09,2.0,88,4.0,
3463,25864314,2706029.0,,19.45302,-99.15661,,7.0,21.0,0.3,1.0,0,1.0,
3464,25868032,34171966.0,,19.34787,-99.1638,607.0,2.0,119.0,1.51,3.0,354,14.0,
3465,25888799,84884105.0,,19.42028,-99.10863,1300.0,2.0,6.0,0.08,4.0,356,0.0,
3466,25889443,66387078.0,,19.43071,-99.16396,200.0,1.0,173.0,2.18,40.0,0,23.0,
3467,25893471,66387078.0,,19.43071,-99.16396,365.0,1.0,93.0,1.17,40.0,86,14.0,
3468,25896286,194605125.0,,19.44014,-99.14722,523.0,4.0,5.0,0.19,2.0,179,2.0,
3469,25914704,25502158.0,,19.42239,-99.15836,895.0,25.0,75.0,0.95,1.0,177,12.0,
3470,25918465,35343543.0,,,,6500.0,1.0,0.0,,1.0,364,0.0,
3471,25921293,104858181.0,,19.32544,-99.13242,1000.0,1.0,2.0,0.03,1.0,179,0.0,
3472,25938875,10380359.0,,,-99.16174,3800.0,2.0,6.0,0.08,1.0,174,0.0,
3473,25940889,142644556.0,,19.39724,-99.15082,550.0,1.0,59.0,0.74,6.0,364,15.0,
3474,25941796,142644556.0,,19.43087,-99.13233,480.0,2.0,28.0,0.4,6.0,85,16.0,
3475,25967706,64816460.0,,19.41576,-99.17611,,2.0,28.0,0.37,1.0,0,0.0,
3476,25972311,195216379.0,,19.38382,-99.14478,870.0,3.0,91.0,1.16,1.0,141,7.0,
3477,25972524,122054854.0,,19.43231,-99.18806,950.0,1.0,166.0,2.09,8.0,77,39.0,
3478,25973891,100844511.0,,19.32514,-99.1395,,3.0,99.0,1.29,2.0,353,10.0,
3479,25977288,25665334.0,,19.41641,-99.18049,1707.0,1.0,,4.03,2.0,350,32.0,
3480,25977291,195253877.0,,19.41216,-99.16087,801.0,1.0,,2.89,7.0,192,28.0,
3481,25978953,64059986.0,,19.4082,-99.15937,450.0,1.0,43.0,0.55,12.0,356,4.0,
3482,25980248,195275323.0,,19.42502,-99.1732,1286.0,2.0,4.0,0.05,2.0,302,0.0,
3483,26008245,131935733.0,,19.42108,-99.161,2019.0,1.0,117.0,1.47,8.0,261,5.0,
3484,26008279,195476461.0,,19.43405,-99.12765,,1.0,0.0,,1.0,0,0.0,
3485,26008795,439901604.0,,19.44052,-99.18409,1450.0,3.0,10.0,0.61,3.0,343,7.0,
3486,26023565,158075718.0,,19.39237,-99.16254,900.0,1.0,182.0,2.3,12.0,154,51.0,
3487,26028236,99434077.0,,19.41969,-99.17754,3975.0,2.0,47.0,0.61,8.0,347,4.0,
3488,26037501,195684049.0,,19.34517,-99.15037,,1.0,0.0,,1.0,0,0.0,
3489,26041719,135708879.0,,19.4272079,-99.1370308,1590.0,1.0,109.0,1.38,34.0,329,41.0,
3490,26041854,66394927.0,,,-99.14551,478.0,15.0,4.0,0.05,2.0,301,0.0,
3491,26044096,109059481.0,,19.40682,-99.16393,526.0,1.0,20.0,0.25,7.0,360,5.0,
3492,26054630,168279118.0,,19.38473,-99.17565,1063.0,2.0,204.0,2.6,3.0,251,34.0,
3493,26062216,5974590.0,,19.40860939025879,-99.17134857177734,2612.0,1.0,90.0,1.14,5.0,344,5.0,
3494,26080808,6745496.0,,19.4279,-99.21057,,3.0,5.0,0.07,1.0,0,1.0,
3495,26082350,7116734.0,,19.344,-99.1268,469.0,2.0,48.0,0.63,3.0,276,11.0,
3496,26082753,184143597.0,,19.41845,,600.0,1.0,92.0,1.17,2.0,278,9.0,
3497,26083548,52578062.0,,19.41834,-99.1693,,1.0,119.0,1.51,8.0,0,6.0,
3498,26084315,97182885.0,,19.42236,-99.16411,1349.0,2.0,85.0,1.07,3.0,336,1.0,
3499,26084659,196002809.0,,19.48328,-99.19308,514.0,3.0,28.0,0.38,2.0,251,0.0,
3500,26103209,6573910.0,,19.43945,-99.14771,4555.0,1.0,47.0,0.6,27.0,197,13.0,
3501,26108173,158988002.0,,19.44067,-99.1634,789.0,2.0,156.0,1.98,4.0,156,47.0,
3502,26108572,65886427.0,,19.44075,-99.19724,600.0,1.0,0.0,,1.0,365,0.0,
3503,26124267,57676637.0,,19.41814935859592,-99.17523123677064,2816.0,2.0,76.0,3.77,3.0,0,46.0,
3504,26131440,55966484.0,,19.41439,-99.1748,4321.0,2.0,,3.2,1.0,313,33.0,
3505,26133798,196441218.0,,19.43758,-99.1903,1012.0,3.0,25.0,0.32,1.0,60,0.0,
3506,26139499,193544442.0,,19.47494,-99.13875,500.0,1.0,13.0,0.17,3.0,0,0.0,
3507,26139534,193544442.0,,19.4731,-99.1383,500.0,1.0,15.0,0.2,3.0,0,0.0,
3508,26144296,95435884.0,,,-99.152336,400.0,1.0,33.0,0.42,2.0,360,7.0,
3509,26164866,178110636.0,,19.43458,-99.15557,,2.0,8.0,0.1,1.0,0,0.0,
3510,26165732,196667152.0,,19.41497,-99.1795,1381.0,1.0,204.0,2.89,1.0,360,17.0,
3511,26167140,12724549.0,,19.41414,-99.15771,1299.0,3.0,99.0,1.25,1.0,80,14.0,
3512,26188228,189604483.0,,19.34419,-99.18204,570.0,3.0,20.0,0.29,6.0,39,0.0,
3513,26191393,196839762.0,,19.38762,-99.15755,708.0,1.0,114.0,1.44,2.0,330,0.0,
3514,26195354,2323816.0,,19.41465,-99.16866,1714.0,1.0,157.0,2.04,14.0,152,23.0,
3515,26197223,161342389.0,,19.35503,-99.1443,445.0,2.0,70.0,0.9,2.0,175,10.0,
3516,26225947,197091490.0,,19.34823,-99.15949,1090.0,2.0,198.0,2.5,2.0,137,23.0,
3517,26426087,175334111.0,,19.33843,-99.17724,620.0,1.0,,,1.0,252,,
3518,26429155,198732743.0,,19.33371,-99.13043,,3.0,22.0,0.28,1.0,0,0.0,
3519,26438360,64466496.0,,19.43313,-99.14416,1586.0,1.0,190.0,2.41,3.0,308,19.0,
3520,26441372,197062537.0,,,-99.13624,350.0,6.0,18.0,0.25,4.0,198,4.0,
3521,26441539,197062537.0,,,-99.13778,370.0,6.0,13.0,0.17,4.0,196,2.0,
3522,26443905,4483339.0,,19.41537,-99.17207,,14.0,0.0,,1.0,0,0.0,
3523,26449125,30708291.0,,19.40302,-99.17332,4538.0,1.0,144.0,1.86,4.0,106,24.0,
3524,26450298,122554593.0,,19.42772,-99.17423,,3.0,31.0,0.39,1.0,105,0.0,
3525,26450354,198889205.0,,19.36162,-99.1473,,2.0,20.0,0.25,2.0,0,0.0,
3526,26451119,27449159.0,,19.36251,,2047.0,2.0,42.0,0.58,80.0,359,22.0,
3527,26451582,27449159.0,,19.36251,,2346.0,2.0,37.0,0.49,80.0,361,4.0,
3528,26451853,98954209.0,,19.38654,-99.13223,,2.0,18.0,0.23,1.0,0,0.0,
3529,26451913,27449159.0,,19.36251,,2024.0,2.0,45.0,0.57,80.0,362,6.0,
3530,26452721,27449159.0,,19.36251,,2006.0,2.0,43.0,0.55,80.0,330,8.0,
3531,26452831,173286926.0,,19.4203,-99.16402,700.0,1.0,21.0,0.27,3.0,361,0.0,
3532,26452926,27449159.0,,19.36251,,1694.0,2.0,41.0,0.52,80.0,359,13.0,
3533,26470531,178645074.0,,19.40731,-99.16534,528.0,1.0,,3.92,3.0,61,47.0,
3534,26474493,196665949.0,,19.34632,-99.19437,870.0,3.0,69.0,0.87,1.0,353,11.0,
3535,26476676,8933452.0,,19.41368,-99.15756,1953.0,2.0,96.0,3.52,1.0,295,35.0,
3536,26492880,199241808.0,,19.43076,-99.1687,389.0,1.0,,4.13,3.0,325,,
3537,26497832,128420026.0,,19.35197,-99.16664,,2.0,76.0,1.05,2.0,343,24.0,
3538,26500443,99501994.0,,19.43977,-99.15216,,2.0,125.0,1.59,1.0,0,29.0,
3539,26501402,123956685.0,,,-99.16982,480.0,2.0,3.0,0.04,3.0,329,0.0,
3540,26531118,14791549.0,,19.36088,,1990.0,6.0,61.0,0.78,3.0,356,2.0,
3541,26532314,51045472.0,,19.41405,-99.1591,1528.0,4.0,90.0,1.15,1.0,14,21.0,
3542,26556101,99871651.0,,19.45523,-99.19476,1300.0,7.0,13.0,0.17,1.0,0,0.0,
3543,26570467,196033032.0,,19.41701,-99.14944,230.0,,0.0,,1.0,180,0.0,
3544,26603752,109547747.0,,19.44782,-99.17323,604.0,2.0,59.0,0.78,1.0,209,20.0,
3545,26608339,182672035.0,,19.33709,,1950.0,1.0,1.0,0.05,3.0,349,0.0,
3546,26626586,173880866.0,,19.43581,-99.17814,10111.0,30.0,102.0,1.3,1.0,179,0.0,
3547,26633803,2547869.0,,19.40604,-99.17228,3047.0,1.0,1.0,0.04,10.0,355,0.0,
3548,26634011,2547869.0,,19.40584,-99.17214,3047.0,1.0,0.0,,10.0,355,0.0,
3549,26634196,200211782.0,,19.42497,-99.17546,1029.0,2.0,173.0,2.2,4.0,264,19.0,
3550,26639644,49342060.0,,19.42001,-99.15935,2831.0,2.0,164.0,2.12,1.0,245,34.0,
3551,26639909,111031291.0,,19.42712,-99.17129,,1.0,15.0,0.19,4.0,363,0.0,
3552,26643544,128289979.0,,19.47142,-99.18839,750.0,1.0,23.0,0.52,1.0,356,3.0,
3553,26655632,128013741.0,,19.41266441345215,-99.17034912109376,3033.0,2.0,57.0,0.73,2.0,66,14.0,
3554,26663069,81938418.0,,19.39312,-99.17237,1023.0,1.0,135.0,1.71,11.0,336,40.0,
3555,26686678,86392849.0,,19.339569091796875,-99.17769622802734,1000.0,1.0,51.0,0.67,5.0,163,5.0,
3556,26689644,199241808.0,,19.4306,-99.1682,329.0,1.0,,3.32,3.0,282,,
3557,26691399,34037742.0,,19.43729,-99.18756,1299.0,1.0,173.0,2.23,12.0,249,6.0,
3558,26694760,18221492.0,,19.43391,-99.18485,566.0,3.0,,3.13,1.0,213,50.0,
3559,26698970,2462278.0,,19.43863,-99.14838,1450.0,2.0,203.0,2.59,1.0,82,35.0,
3560,26714356,86392849.0,,19.33966,-99.1777,1200.0,1.0,3.0,0.06,5.0,133,0.0,
3561,26714845,86392849.0,,19.339658737182617,-99.17770385742188,1000.0,1.0,19.0,0.24,5.0,155,0.0,
3562,26716373,3031420.0,,19.43673,-99.16528,1450.0,3.0,67.0,0.87,1.0,137,3.0,
3563,26736056,167943764.0,,,-99.13339,350.0,5.0,11.0,0.14,2.0,314,0.0,
3564,26737504,1683373.0,,,-99.17766,506.0,1.0,3.0,0.04,5.0,364,0.0,
3565,26741934,1683373.0,,,-99.17899,506.0,1.0,7.0,0.09,5.0,358,0.0,
3566,26751554,122985499.0,,19.42769,-99.17763,857.0,2.0,38.0,0.49,2.0,149,3.0,
3567,26754955,127227030.0,,19.43698,-99.13791,823.0,1.0,,4.76,7.0,135,47.0,
3568,26777798,73566856.0,,19.36941,-99.18163,1800.0,3.0,167.0,2.13,3.0,38,14.0,
3569,26782892,13677387.0,,19.43699,-99.19921,1830.0,2.0,,3.01,7.0,282,7.0,
3570,26784737,62304674.0,,,-99.16218,829.0,1.0,158.0,2.02,4.0,333,13.0,
3571,26784745,808259.0,,19.43521,-99.19688,,3.0,7.0,0.09,1.0,0,0.0,
3572,26787620,110729692.0,,19.43661,-99.16455,404.0,2.0,161.0,2.17,3.0,237,34.0,
3573,26800521,23158627.0,,,-99.1278,350.0,3.0,64.0,0.81,3.0,298,12.0,
3574,26807566,62304674.0,,,-99.15982,870.0,1.0,122.0,1.56,4.0,352,8.0,
3575,26812336,65974808.0,,19.42991,-99.16831,1000.0,1.0,,,2.0,345,,
3576,26816810,201662698.0,,19.43468,-99.16992,450.0,2.0,137.0,1.78,1.0,105,34.0,
3577,26818777,198889205.0,,19.3596,-99.14706,,2.0,13.0,0.17,2.0,0,0.0,
3578,26834471,136997415.0,,,-99.16282,1490.0,2.0,121.0,1.54,8.0,12,8.0,
3579,26842102,45747246.0,,19.45278,-99.15415,,2.0,2.0,0.04,1.0,0,0.0,
3580,26843603,2374347.0,,19.42796,-99.17271,,2.0,0.0,,1.0,0,0.0,
3581,26844274,29049569.0,,19.3998,-99.16843,748.0,5.0,3.0,0.04,2.0,77,0.0,
3582,26850859,201937951.0,,19.4223,-99.10457,3302.0,3.0,82.0,1.05,1.0,133,17.0,
3583,26868481,131935733.0,,19.42069369441165,-99.159750184009,3993.0,1.0,8.0,0.1,8.0,218,3.0,
3584,26868613,141028133.0,,19.43591,-99.18906,3033.0,4.0,13.0,0.17,1.0,365,0.0,
3585,26869842,46312101.0,,19.41565,-99.17838,1550.0,4.0,0.0,,1.0,358,0.0,
3586,26874547,193670488.0,,19.34947,,480.0,6.0,2.0,0.03,4.0,328,0.0,
3587,26874973,9651335.0,,19.34059,-99.15507,711.0,1.0,,,4.0,336,54.0,
3588,26877939,202169787.0,,19.388080510592083,,515.0,1.0,50.0,0.72,1.0,334,22.0,
3589,26916975,2112967.0,,19.39034,-99.17517,910.0,10.0,1.0,0.01,1.0,342,0.0,
3590,26919147,202541747.0,,19.40757,-99.17188,2022.0,2.0,12.0,0.16,1.0,84,0.0,
3591,26920981,19927450.0,,19.35317,-99.14732,762.0,1.0,133.0,1.88,8.0,362,30.0,
3592,26922891,182823263.0,,19.35708,-99.20386,475.0,2.0,161.0,2.06,5.0,364,33.0,
3593,26923212,149471857.0,,,-99.16678,,30.0,1.0,0.01,1.0,0,0.0,
3594,26950887,39111830.0,,19.39322,-99.13303,,2.0,161.0,2.07,2.0,52,20.0,
3595,26978244,15359500.0,,19.42777,-99.17341,841.0,1.0,89.0,1.14,53.0,364,4.0,
3596,26993324,101473204.0,,19.40001,-99.15295,,2.0,14.0,0.18,2.0,0,0.0,
3597,26994319,194265822.0,,19.36019,,,1.0,0.0,,1.0,0,0.0,
3598,26995974,201566352.0,,19.40035,-99.13361,,2.0,79.0,1.01,2.0,6,2.0,
3599,27027708,203356079.0,,19.44132,-99.14083,12500.0,2.0,0.0,,1.0,89,0.0,
3600,27027752,43429764.0,,19.3927,-99.16853,890.0,15.0,16.0,0.4,1.0,15,4.0,
3601,27030996,182823263.0,,19.35659,-99.20543,423.0,2.0,132.0,1.69,5.0,353,30.0,
3602,27034233,203421235.0,,19.4081,-99.13412,620.0,3.0,2.0,0.17,3.0,253,2.0,
3603,27580726,194017889.0,,,-99.12296,360.0,1.0,50.0,0.7,1.0,163,3.0,
3604,27581182,46247902.0,,19.34874,,807.0,1.0,16.0,0.21,7.0,365,8.0,
3605,27582891,104400812.0,,19.44326,-99.20203,,1.0,91.0,1.18,19.0,0,0.0,
3606,27583274,208127004.0,,19.41379,-99.17195,,2.0,190.0,2.48,9.0,345,26.0,
3607,27602310,207658931.0,,19.33948,-99.19202,814.0,3.0,6.0,0.08,9.0,364,0.0,
3608,27606673,208307646.0,,19.39234,-99.15509,,1.0,61.0,0.79,1.0,0,0.0,
3609,27607824,41059577.0,,19.43322,-99.14651,1600.0,3.0,,3.1,1.0,65,25.0,
3610,27626140,62180617.0,,19.38314,-99.14995,,4.0,26.0,0.34,1.0,0,0.0,
3611,27627702,28473962.0,,19.41299,-99.17395,520.0,2.0,15.0,0.25,3.0,44,4.0,
3612,27629760,208480388.0,,19.4693,-99.15048,986.0,3.0,47.0,0.61,1.0,85,2.0,
3613,27631565,1364085.0,,19.43305,-99.15845,,15.0,6.0,0.14,16.0,365,0.0,
3614,27636056,170829105.0,,19.36861,-99.18709,1000.0,2.0,46.0,0.59,1.0,88,5.0,
3615,27636379,30708291.0,,19.40289,-99.17339,,2.0,108.0,1.39,4.0,2,9.0,
3616,27636792,11844493.0,,19.44384,-99.1407,848.0,3.0,,3.07,1.0,78,40.0,
3617,26230689,183727666.0,,19.4123,-99.15563,557.0,1.0,,2.66,2.0,363,29.0,
3618,26232198,190352554.0,,19.43357,-99.21091,951.0,1.0,,4.81,1.0,173,,
3619,26246260,23021265.0,,19.409189,-99.167007,600.0,2.0,100.0,2.66,22.0,360,12.0,
3620,26257074,152871120.0,,19.4351,-99.19836,2253.0,2.0,,2.86,1.0,139,17.0,
3621,26257358,88365870.0,,19.4237,-99.17132,,1.0,29.0,0.37,19.0,0,9.0,
3622,26258163,28473962.0,,19.41281,-99.1757,557.0,1.0,64.0,0.81,3.0,54,14.0,
3623,26269177,126106513.0,,19.43977,-99.13411,1116.0,1.0,,3.7,29.0,211,24.0,
3624,26280733,21052724.0,,19.3684,-99.1602,350.0,7.0,0.0,,1.0,365,0.0,
3625,26281917,102083589.0,,19.37829,-99.16167,1513.0,2.0,152.0,1.92,3.0,336,16.0,
3626,26302032,197763781.0,,,-99.22538,550.0,1.0,23.0,0.29,1.0,180,0.0,
3627,26303410,171894446.0,,19.41661834716797,-99.17780303955078,400.0,3.0,26.0,0.35,33.0,335,7.0,
3628,26304458,171894446.0,,19.41661834716797,-99.17780303955078,361.0,3.0,59.0,0.75,33.0,294,12.0,
3629,26305478,115849750.0,,19.37948,-99.15608,,2.0,0.0,,1.0,0,0.0,
3630,26326988,173706457.0,,19.44962,-99.21486,,5.0,0.0,,1.0,0,0.0,
3631,26329281,2547869.0,,19.40584,-99.17214,2474.0,1.0,0.0,,10.0,0,0.0,
3632,26329488,2547869.0,,19.40584,-99.17214,2922.0,1.0,0.0,,10.0,340,0.0,
3633,26331049,131103951.0,,19.34334,-99.16961,568.0,1.0,,3.11,2.0,179,26.0,
3634,26333764,198044812.0,,19.39402,-99.14554,388.0,3.0,39.0,0.51,1.0,340,19.0,
3635,26333903,1150042.0,,19.41894,-99.17631,,3.0,201.0,2.54,2.0,316,31.0,
3636,26349216,211877.0,,19.41961,-99.16971,,4.0,43.0,0.58,1.0,0,2.0,
3637,26354729,102303355.0,,19.36366,-99.16449,900.0,,2.0,0.03,1.0,269,0.0,
3638,26357360,183972660.0,,19.34171,-99.16777,329.0,3.0,7.0,0.09,4.0,340,0.0,
3639,26357695,198207857.0,,19.42444,-99.1606,1408.0,4.0,108.0,1.38,1.0,28,23.0,
3640,26362473,14330246.0,,19.42907,-99.19507,,2.0,0.0,,1.0,0,0.0,
3641,26362789,10764020.0,,19.416290283203125,-99.17111206054688,3744.0,1.0,39.0,1.07,,356,8.0,
3642,26366290,2547869.0,,19.40584,-99.17214,3637.0,1.0,1.0,0.14,10.0,342,1.0,
3643,26366314,2547869.0,,19.40584,-99.17214,2922.0,1.0,0.0,,10.0,342,0.0,
3644,26366428,2547869.0,,19.40584,-99.17214,3637.0,1.0,0.0,,10.0,351,0.0,
3645,26366491,2547869.0,,19.40584,-99.17214,3637.0,1.0,2.0,0.19,10.0,354,2.0,
3646,26367167,4079778.0,,19.34394,-99.15787,748.0,4.0,1.0,0.06,2.0,88,0.0,
3647,26386639,86392849.0,,19.339290417807444,-99.17785320869932,1500.0,1.0,17.0,0.23,5.0,151,0.0,
3648,26390248,57397059.0,,19.33635,-99.16617,650.0,2.0,134.0,1.72,1.0,48,28.0,
3649,26393963,198471653.0,,19.42088,-99.16055,2895.0,2.0,198.0,2.55,12.0,354,23.0,
3650,27052358,203544599.0,,19.40674,-99.1744,1743.0,3.0,61.0,0.78,1.0,70,0.0,
3651,27054311,105232190.0,,19.40176,-99.15748,283.0,2.0,23.0,0.29,3.0,0,3.0,
3652,27056005,135711332.0,,,-99.14247,1500.0,1.0,0.0,,1.0,89,0.0,
3653,27058339,64418720.0,,19.45404,-99.12068,2000.0,2.0,93.0,1.21,1.0,26,0.0,
3654,27066499,203674529.0,,19.42369,-99.16319,775.0,3.0,3.0,0.04,3.0,338,0.0,
3655,27073173,175097506.0,,19.42917,,,1.0,91.0,1.35,4.0,260,8.0,
3656,27087499,159114729.0,,19.44325,-99.20086,,1.0,0.0,,1.0,0,0.0,
3657,27087987,202364330.0,,19.40076,-99.18227,386.0,1.0,,,6.0,82,,
3658,27088830,203791117.0,,19.45301,,269.0,1.0,,5.76,4.0,354,,
3659,27090298,15359500.0,,19.42777,-99.17341,801.0,1.0,50.0,0.64,53.0,362,6.0,
3660,27090710,15359500.0,,19.42777,-99.17341,830.0,1.0,79.0,1.01,53.0,198,1.0,
3661,27090841,15359500.0,,19.42777,-99.17341,1089.0,1.0,89.0,1.14,53.0,218,11.0,
3662,27105128,2872228.0,,19.43523,-99.145,1160.0,2.0,28.0,0.37,15.0,207,13.0,
3663,27106455,6529931.0,,19.41600625471819,-99.16032296778468,1440.0,1.0,191.0,2.46,16.0,264,40.0,
3664,27114450,104268448.0,,19.43254280090332,-99.1427764892578,876.0,2.0,,2.93,1.0,164,33.0,
3665,27124708,204177968.0,,19.47667,-99.21572,700.0,1.0,3.0,0.11,2.0,365,2.0,
3666,27154475,204445249.0,,19.43764,-99.18743,,,2.0,0.03,1.0,180,0.0,
3667,27162404,46248409.0,,19.40981,-99.17725,2100.0,1.0,,4.44,6.0,297,31.0,
3668,27163062,201927171.0,,,,,3.0,0.0,,1.0,0,0.0,
3669,27165111,107683624.0,,19.45536,-99.1433,561.0,3.0,75.0,1.05,1.0,85,15.0,
3670,27168669,114384415.0,,19.42803,-99.17194,,3.0,6.0,0.08,1.0,0,0.0,
3671,27170106,182823263.0,,19.35645,-99.20377,450.0,2.0,48.0,0.67,5.0,270,0.0,
3672,27170134,172814909.0,,19.43531,-99.17226,,5.0,80.0,1.02,1.0,0,0.0,
3673,27171629,204600483.0,,,-99.2241,450.0,2.0,76.0,0.97,2.0,116,3.0,
3674,27176078,29659239.0,,19.42433,-99.16108,2392.0,2.0,,2.73,1.0,344,22.0,
3675,27200158,204827560.0,,19.35623,-99.18501,1219.0,2.0,150.0,2.2,1.0,336,28.0,
3676,27202214,204845244.0,,19.46559,-99.15481,,3.0,3.0,0.04,2.0,0,0.0,
3677,27222348,205006718.0,,19.34014,-99.18219,14000.0,,0.0,,1.0,90,0.0,
3678,27232759,85529057.0,,19.43702,-99.1631,573.0,1.0,,,6.0,135,,
3679,27238524,141005356.0,,19.3644,,,3.0,5.0,0.06,1.0,363,0.0,
3680,27254320,205270390.0,,19.409583406288032,-99.16400749236344,,1.0,187.0,2.41,1.0,0,21.0,
3681,27254575,51846506.0,,19.42051,-99.16692,1824.0,1.0,,4.75,4.0,219,,
3682,27280318,111761337.0,,19.42716,-99.1664,743.0,3.0,188.0,2.41,1.0,61,37.0,
3683,27285642,1364085.0,,19.43494,-99.1577,1183.0,7.0,2.0,0.05,16.0,365,0.0,
3684,27289719,46498758.0,,19.41543,-99.17374,1705.0,1.0,92.0,3.03,7.0,163,41.0,
3685,27302518,29043020.0,,19.41492,-99.17587,2932.0,2.0,,2.95,1.0,312,42.0,
3686,27330161,19975112.0,,19.3892,-99.1375,950.0,3.0,106.0,1.4,2.0,283,7.0,
3687,27330816,144325663.0,,19.45353,-99.14127,368.0,2.0,127.0,1.64,7.0,61,13.0,
3688,27357654,79041369.0,,19.36879,-99.14313,,1.0,1.0,0.01,1.0,178,0.0,
3689,27358013,163019856.0,,,,521.0,1.0,,2.77,3.0,50,48.0,
3690,27359283,153817869.0,,19.46207,-99.14449,5000.0,1.0,0.0,,1.0,365,0.0,
3691,27360462,52578062.0,,19.41843,-99.17059,,1.0,58.0,0.76,8.0,0,17.0,
3692,27364589,206218309.0,,,-99.11693,,1.0,39.0,0.51,2.0,0,0.0,
3693,27368101,76658721.0,,19.34457,-99.17143,800.0,5.0,48.0,0.62,2.0,157,6.0,
3694,27371646,157733191.0,,19.4586,-99.1395,300.0,1.0,2.0,0.03,2.0,360,0.0,
3695,27373141,31249459.0,,19.41686,-99.16202,979.0,2.0,161.0,2.07,3.0,249,52.0,
3696,27375834,88696967.0,,19.42835,-99.15926,,4.0,3.0,0.05,1.0,0,0.0,
3697,27378306,204845244.0,,19.46531,-99.15463,,3.0,2.0,0.03,2.0,0,0.0,
3698,27393462,22929270.0,,19.42843,-99.14963,809.0,3.0,63.0,0.81,1.0,80,8.0,
3699,27394785,61440793.0,,19.43627,-99.17846,2140.0,2.0,90.0,1.15,1.0,165,13.0,
3700,27396677,85763002.0,,19.35763,-99.21634,480.0,2.0,10.0,0.13,3.0,169,1.0,
3701,27400330,206495014.0,,,-99.15973663330078,928.0,1.0,,3.36,1.0,155,,
3702,27403955,118425572.0,,19.42771,-99.15412,904.0,1.0,151.0,1.96,2.0,360,15.0,
3703,27405710,206535488.0,,,-99.1296,233.0,1.0,1.0,0.02,3.0,295,0.0,
3704,27426950,175000876.0,,19.40101,,,1.0,65.0,0.84,4.0,0,4.0,
3705,27433433,206736130.0,,19.33547,-99.12863,1036.0,1.0,,3.51,2.0,358,45.0,
3706,27434440,75113827.0,,19.45701,-99.1341,261.0,1.0,,3.04,4.0,346,15.0,
3707,27434791,206746369.0,,19.38594,-99.15879,598.0,3.0,29.0,0.38,1.0,85,0.0,
3708,27447700,206813694.0,,19.42892,-99.15515,1603.0,5.0,113.0,1.47,1.0,320,22.0,
3709,27462858,91265490.0,,19.43385,-99.1676,1101.0,1.0,,5.09,,4,42.0,
3710,27636837,30708291.0,,19.40132,-99.17267,1107.0,2.0,91.0,1.17,4.0,31,7.0,
3711,27638252,140042872.0,,19.43933,-99.16127,260.0,3.0,134.0,1.73,4.0,86,18.0,
3712,27648796,205826793.0,,,-99.18913,450.0,2.0,45.0,0.58,1.0,336,5.0,
3713,27655589,24486135.0,,19.42032,-99.17909,520.0,1.0,71.0,0.93,4.0,356,12.0,
3714,27656102,31541420.0,,19.38018,-99.12419,420.0,3.0,4.0,0.06,1.0,359,0.0,
3715,27659449,206760152.0,,19.427452,-99.176125,,3.0,6.0,0.15,1.0,0,1.0,
